design,population,design_type,n,mode,y,true_total,mean_nht,true_var_nht,E_vLM_q2,ratio_vLM_q2,relbias_vLM_q2,E_vLM_q3,ratio_vLM_q3,relbias_vLM_q3,E_vLM_q4,ratio_vLM_q4,relbias_vLM_q4,E_vLM_q5,ratio_vLM_q5,relbias_vLM_q5,E_vLM_q8,ratio_vLM_q8,relbias_vLM_q8,E_VarB_a00,ratio_VarB_a00,relbias_VarB_a00,E_VarB_a02,ratio_VarB_a02,relbias_VarB_a02,E_VarB_a025,ratio_VarB_a025,relbias_VarB_a025,E_VarB_a03,ratio_VarB_a03,relbias_VarB_a03,E_VarB_a035,ratio_VarB_a035,relbias_VarB_a035,E_VarB_a04,ratio_VarB_a04,relbias_VarB_a04,E_VarB_a05,ratio_VarB_a05,relbias_VarB_a05,E_VarB_a075,ratio_VarB_a075,relbias_VarB_a075,E_VarB_a10,ratio_VarB_a10,relbias_VarB_a10,best_lm_q,best_lm_value,best_lm_ratio,best_lm_relbias,best_varb_alpha_name,best_varb_value,best_varb_ratio,best_varb_relbias
aggregated_initial_20_ep,aggregated,initial,20,ep,peak,7263.699970585046,7263.699970585045,57586.78913759953,150564.6276360246,2.614568894894646,1.6145688948946462,157324.50295888245,2.7319547645375186,1.7319547645375186,164595.77861198492,2.858221148928707,1.858221148928707,168597.07139253232,2.927703973730531,1.927703973730531,178474.47611699553,3.0992260341263944,2.0992260341263944,35629.11971712825,0.6187030089834493,-0.3812969910165507,35629.11971712824,0.6187030089834492,-0.3812969910165508,35629.11971712825,0.6187030089834493,-0.3812969910165507,35629.11971712825,0.6187030089834493,-0.3812969910165507,35629.11971712824,0.6187030089834492,-0.3812969910165508,35629.11971712825,0.6187030089834493,-0.3812969910165507,35629.11971712825,0.6187030089834493,-0.3812969910165507,35629.11971712825,0.6187030089834493,-0.3812969910165507,35629.11971712825,0.6187030089834493,-0.3812969910165507,2,150564.6276360246,2.614568894894646,1.6145688948946462,00,35629.11971712825,0.6187030089834493,-0.3812969910165507
aggregated_initial_20_ep,aggregated,initial,20,ep,bird,6671.0377551274105,6671.037755127411,95779.19072786186,256768.53365067823,2.6808384128055187,1.6808384128055187,241914.74485471274,2.525754738751833,1.525754738751833,237761.47012016395,2.4823917211382316,1.4823917211382316,227490.7642126017,2.3751585546277263,1.3751585546277263,208262.29767644027,2.1744002647524714,1.1744002647524714,45306.89950189073,0.47303489575957647,-0.5269651042404235,45306.89950189074,0.4730348957595766,-0.5269651042404234,45306.89950189073,0.47303489575957647,-0.5269651042404235,45306.89950189073,0.47303489575957647,-0.5269651042404235,45306.89950189073,0.47303489575957647,-0.5269651042404235,45306.89950189074,0.4730348957595766,-0.5269651042404234,45306.89950189073,0.47303489575957647,-0.5269651042404235,45306.89950189073,0.47303489575957647,-0.5269651042404235,45306.89950189073,0.47303489575957647,-0.5269651042404235,8,208262.29767644027,2.1744002647524714,1.1744002647524714,02,45306.89950189074,0.4730348957595766,-0.5269651042404234
aggregated_initial_50_ep,aggregated,initial,50,ep,z,2890.7252931792573,2890.7252931792573,9172.22452826299,2370.687753918932,0.2584637725138512,-0.7415362274861488,1758.391930796796,0.19170833916881833,-0.8082916608311816,1827.9499161971921,0.19929188503449818,-0.8007081149655018,2323.078496459162,0.25327318245436586,-0.7467268175456341,3766.730836254822,0.4106670987662962,-0.5893329012337039,6605.309398023345,0.720142575846237,-0.279857424153763,6605.309398023347,0.7201425758462371,-0.2798574241537629,6605.309398023345,0.720142575846237,-0.279857424153763,6605.309398023343,0.7201425758462368,-0.27985742415376325,6605.309398023347,0.7201425758462371,-0.2798574241537629,6605.309398023345,0.720142575846237,-0.279857424153763,6605.309398023345,0.720142575846237,-0.279857424153763,6605.309398023345,0.720142575846237,-0.279857424153763,6605.309398023345,0.720142575846237,-0.279857424153763,8,3766.730836254822,0.4106670987662962,-0.5893329012337039,02,6605.309398023347,0.7201425758462371,-0.2798574241537629
aggregated_initial_50_ep,aggregated,initial,50,ep,plane,2890.7252931792573,2890.7252931792573,9172.22452826299,2370.687753918932,0.2584637725138512,-0.7415362274861488,1758.391930796796,0.19170833916881833,-0.8082916608311816,1827.9499161971921,0.19929188503449818,-0.8007081149655018,2323.078496459162,0.25327318245436586,-0.7467268175456341,3766.730836254822,0.4106670987662962,-0.5893329012337039,6605.309398023345,0.720142575846237,-0.279857424153763,6605.309398023347,0.7201425758462371,-0.2798574241537629,6605.309398023345,0.720142575846237,-0.279857424153763,6605.309398023343,0.7201425758462368,-0.27985742415376325,6605.309398023347,0.7201425758462371,-0.2798574241537629,6605.309398023345,0.720142575846237,-0.279857424153763,6605.309398023345,0.720142575846237,-0.279857424153763,6605.309398023345,0.720142575846237,-0.279857424153763,6605.309398023345,0.720142575846237,-0.279857424153763,8,3766.730836254822,0.4106670987662962,-0.5893329012337039,02,6605.309398023347,0.7201425758462371,-0.2798574241537629
aggregated_initial_50_ep,aggregated,initial,50,ep,peak,7263.699970585046,7263.699970585046,3582.466139528048,26774.281313892105,7.473701151972181,6.473701151972181,25520.781898941772,7.1238026836741755,6.1238026836741755,29147.836250408265,8.136248917693381,7.136248917693381,32906.24069422456,9.185359864576307,8.185359864576307,42885.26192262425,11.970877114353948,10.970877114353948,5230.2488817699505,1.4599576599093775,0.45995765990937754,5230.248881769952,1.459957659909378,0.459957659909378,5230.2488817699505,1.4599576599093775,0.45995765990937754,5230.24888176995,1.459957659909377,0.4599576599093771,5230.248881769954,1.4599576599093784,0.4599576599093784,5230.2488817699505,1.4599576599093775,0.45995765990937754,5230.2488817699505,1.4599576599093775,0.45995765990937754,5230.2488817699505,1.4599576599093775,0.45995765990937754,5230.2488817699505,1.4599576599093775,0.45995765990937754,3,25520.781898941772,7.1238026836741755,6.1238026836741755,03,5230.24888176995,1.459957659909377,0.4599576599093771
aggregated_initial_50_ep,aggregated,initial,50,ep,bird,6671.0377551274105,6671.0377551274105,5680.317756012348,42849.22713286891,7.543456013092759,6.543456013092759,46886.31595311593,8.254171327561558,7.254171327561558,52315.44550319042,9.20995052571082,8.20995052571082,57186.37825964761,10.067461137912318,9.067461137912318,68868.98170991293,12.124142463160334,11.124142463160334,11606.107513754978,2.043214484166922,1.043214484166922,11606.107513754978,2.043214484166922,1.043214484166922,11606.107513754978,2.043214484166922,1.043214484166922,11606.107513754972,2.043214484166921,1.043214484166921,11606.10751375498,2.0432144841669224,1.0432144841669224,11606.107513754974,2.0432144841669215,1.0432144841669215,11606.107513754978,2.043214484166922,1.043214484166922,11606.107513754978,2.043214484166922,1.043214484166922,11606.107513754978,2.043214484166922,1.043214484166922,2,42849.22713286891,7.543456013092759,6.543456013092759,03,11606.107513754972,2.043214484166921,1.043214484166921
meuse_best_10_ep,meuse,best,10,ep,z,503.09999999999997,503.09999999999997,23756.039999999997,44953.37125000001,1.8922922865090317,0.8922922865090317,39801.48555555556,1.6754259361221637,0.6754259361221637,36738.6521875,1.5464973197342657,0.5464973197342657,35869.1731,1.5098969819885808,0.5098969819885808,34240.011015625,1.4413181243854196,0.4413181243854196,7363.2487096774175,0.30995269875271375,-0.6900473012472863,7363.24870967742,0.30995269875271386,-0.6900473012472861,7363.2487096774175,0.30995269875271375,-0.6900473012472863,7363.248709677418,0.3099526987527138,-0.6900473012472862,7363.2487096774175,0.30995269875271375,-0.6900473012472863,7363.2487096774175,0.30995269875271375,-0.6900473012472863,7363.2487096774175,0.30995269875271375,-0.6900473012472863,7363.2487096774175,0.30995269875271375,-0.6900473012472863,7363.2487096774175,0.30995269875271375,-0.6900473012472863,8,34240.011015625,1.4413181243854196,0.4413181243854196,02,7363.24870967742,0.30995269875271386,-0.6900473012472861
meuse_best_10_up,meuse,best,10,up,z,503.09999999999997,503.1000002817919,6561.174380841727,8093.779499382327,1.2335870119556225,0.23358701195562248,7954.399191630966,1.2123438168108105,0.2123438168108105,7568.463614926944,1.1535227042625855,0.15352270426258552,7267.886554338271,1.1077112316295243,0.10771123162952434,7014.255855216676,1.069054935606943,0.06905493560694298,1697.0941879670127,0.25865707714192687,-0.7413429228580731,3743.797172507208,0.5705986390849316,-0.4294013609150684,4686.826528647334,0.7143273835752046,-0.28567261642479536,5802.397328789492,0.8843534696672867,-0.11564653033271333,7090.5095729336845,1.0806768973611778,0.08067689736117778,8551.163261079908,1.3032976666568779,0.30329766665687785,11990.094969378446,1.827431230053704,0.8274312300537039,23606.899510160343,3.5979686165774236,2.5979686165774236,39537.24015099303,6.0259395431463645,5.0259395431463645,8,7014.255855216676,1.069054935606943,0.06905493560694298,035,7090.5095729336845,1.0806768973611778,0.08067689736117778
meuse_best_20_ep,meuse,best,20,ep,z,503.09999999999997,503.1000003813625,11087.379438978296,19091.69085645362,1.7219299620373525,0.7219299620373525,17979.923710601644,1.6216567503221029,0.6216567503221029,16436.820949956014,1.4824802416494796,0.48248024164947956,17021.852998985716,1.5352458254602932,0.5352458254602932,16626.243214056067,1.4995647353427437,0.4995647353427437,4162.641486686168,0.375439616691765,-0.6245603833082349,4162.641486686168,0.375439616691765,-0.6245603833082349,4162.641486686168,0.375439616691765,-0.6245603833082349,4162.641486686167,0.3754396166917649,-0.6245603833082352,4162.641486686168,0.375439616691765,-0.6245603833082349,4162.641486686168,0.375439616691765,-0.6245603833082349,4162.641486686168,0.375439616691765,-0.6245603833082349,4162.641486686168,0.375439616691765,-0.6245603833082349,4162.641486686168,0.375439616691765,-0.6245603833082349,4,16436.820949956014,1.4824802416494796,0.48248024164947956,00,4162.641486686168,0.375439616691765,-0.6245603833082349
meuse_best_20_up,meuse,best,20,up,z,503.09999999999997,503.09999977098875,2187.4232930875633,4069.8649110017045,1.8605749165526448,0.8605749165526448,3666.6724908359233,1.6762519181462996,0.6762519181462996,3539.9633614947134,1.6183257134918914,0.6183257134918914,3483.003770373481,1.5922861301605675,0.5922861301605675,3477.8544293628543,1.5899320631508127,0.5899320631508127,709.222461665321,0.32422735183744367,-0.6757726481625563,1469.7935813800088,0.6719291990830841,-0.3280708009169159,1785.9281956382183,0.8164529477590815,-0.1835470522409185,2152.4595436282407,0.9840160111809128,-0.015983988819087247,2569.3876253500807,1.1746183893485802,0.1746183893485802,3036.712440803734,1.3882600822620816,0.38826008226208164,4122.552272906487,1.8846614123265897,0.8846614123265897,7719.094693470128,3.528852745539969,2.528852745539969,12575.55545732914,5.749026947399218,4.749026947399218,8,3477.8544293628543,1.5899320631508127,0.5899320631508127,03,2152.4595436282407,0.9840160111809128,-0.015983988819087247
meuse_best_5_ep,meuse,best,5,ep,z,503.09999999999997,503.0999994311715,60441.98261183223,97771.15059803193,1.6176033011017095,0.6176033011017095,80821.63698187233,1.3371771323406347,0.33717713234063473,73733.33038212617,1.2199025775784529,0.21990257757845288,47189.33144456075,0.7807376496502099,-0.21926235034979014,47189.33144456075,0.7807376496502099,-0.21926235034979014,14413.374771647312,0.23846628037025583,-0.7615337196297441,14413.374771647315,0.23846628037025588,-0.7615337196297441,14413.374771647312,0.23846628037025583,-0.7615337196297441,14413.37477164731,0.2384662803702558,-0.7615337196297443,14413.374771647312,0.23846628037025583,-0.7615337196297441,14413.37477164731,0.2384662803702558,-0.7615337196297443,14413.374771647312,0.23846628037025583,-0.7615337196297441,14413.374771647312,0.23846628037025583,-0.7615337196297441,14413.374771647312,0.23846628037025583,-0.7615337196297441,5,47189.33144456075,0.7807376496502099,-0.21926235034979014,00,14413.374771647312,0.23846628037025583,-0.7615337196297441
meuse_best_5_up,meuse,best,5,up,z,503.09999999999997,503.10000023396555,14003.850619417955,17818.692504355502,1.2724137802246924,0.2724137802246924,16796.975944982067,1.1994540931257236,0.1994540931257236,15320.299650157398,1.094006217755139,0.09400621775513907,9804.991776100736,0.7001639793632891,-0.2998360206367109,9804.991776100736,0.7001639793632891,-0.2998360206367109,2795.7412378908275,0.1996408926280754,-0.8003591073719246,9114.767984388258,0.6508758363752881,-0.3491241636247119,12239.032358632327,0.8739762149177381,-0.12602378508226186,15981.099807924284,1.1411932505024471,0.14119325050244713,20340.97033226413,1.452526943129415,0.452526943129415,25318.64393165186,1.807977292798642,0.8079772927986419,37127.40035557097,2.6512279632638713,1.6512279632638713,77460.84522870675,5.531396137666475,4.531396137666475,133239.36697803964,9.514480738125547,8.514480738125547,4,15320.299650157398,1.094006217755139,0.09400621775513907,025,12239.032358632327,0.8739762149177381,-0.12602378508226186
meuse_initial_10_ep,meuse,initial,10,ep,z,503.09999999999997,503.0999999999999,31012.364999999998,41545.56062500001,1.3396450294906568,0.3396450294906568,38859.24055555556,1.253024093955929,0.25302409395592895,37305.02703124999,1.2029081636066774,0.2029081636066774,35757.743599999994,1.1530156955137087,0.15301569551370875,33498.803437500006,1.0801757117685158,0.08017571176851579,6413.360645161289,0.20680011489485853,-0.7931998851051415,6413.3606451612895,0.20680011489485856,-0.7931998851051414,6413.360645161289,0.20680011489485853,-0.7931998851051415,6413.360645161288,0.2068001148948585,-0.7931998851051415,6413.360645161289,0.20680011489485853,-0.7931998851051415,6413.360645161289,0.20680011489485853,-0.7931998851051415,6413.360645161289,0.20680011489485853,-0.7931998851051415,6413.360645161289,0.20680011489485853,-0.7931998851051415,6413.360645161289,0.20680011489485853,-0.7931998851051415,8,33498.803437500006,1.0801757117685158,0.08017571176851579,02,6413.3606451612895,0.20680011489485856,-0.7931998851051414
meuse_initial_10_up,meuse,initial,10,up,z,503.09999999999997,503.1000001349269,4780.401306970731,8803.135549977194,1.8415055525025807,0.8415055525025807,8446.588092266033,1.7669202959904866,0.7669202959904866,8004.052235255056,1.674347344768656,0.6743473447686561,7892.132407973933,1.6509351205443168,0.6509351205443168,7349.071308011331,1.537333549234662,0.537333549234662,2006.889677181407,0.41981615105304687,-0.5801838489469531,3953.8008728832046,0.8270855560008767,-0.17291444399912326,4736.263334242944,0.9907668896618732,-0.009233110338126793,5637.019660576401,1.1791938162924855,0.17919381629248554,6656.069851883573,1.3923663358927132,0.3923663358927132,7793.413908164464,1.630284448462557,0.6302844484625569,10422.983615647394,2.180357452511091,1.1803574525110911,19067.05052139475,3.9885878396007004,2.9885878396007004,30668.464051485018,6.415458050930701,5.415458050930701,8,7349.071308011331,1.537333549234662,0.537333549234662,025,4736.263334242944,0.9907668896618732,-0.009233110338126793
meuse_initial_20_ep,meuse,initial,20,ep,z,503.09999999999997,503.09999999999997,9262.648749999997,17915.486093750005,1.9341644682089463,0.9341644682089463,17981.315347222226,1.9412714259754513,0.9412714259754513,17545.547109375,1.8942256780896507,0.8942256780896507,17629.987524999997,1.9033419058452372,0.9033419058452372,16916.47416015625,1.8263106608847988,0.8263106608847988,3973.442137096773,0.42897471817624244,-0.5710252818237576,3973.442137096773,0.42897471817624244,-0.5710252818237576,3973.442137096773,0.42897471817624244,-0.5710252818237576,3973.442137096772,0.42897471817624233,-0.5710252818237577,3973.442137096773,0.42897471817624244,-0.5710252818237576,3973.442137096773,0.42897471817624244,-0.5710252818237576,3973.442137096773,0.42897471817624244,-0.5710252818237576,3973.442137096773,0.42897471817624244,-0.5710252818237576,3973.442137096773,0.42897471817624244,-0.5710252818237576,8,16916.47416015625,1.8263106608847988,0.8263106608847988,00,3973.442137096773,0.42897471817624244,-0.5710252818237576
meuse_initial_20_up,meuse,initial,20,up,z,503.09999999999997,503.1000001020156,3358.1447160666103,4533.434045245217,1.3499817394871598,0.3499817394871598,4137.607664845551,1.2321111848008517,0.2321111848008517,3787.577241135105,1.1278779091960898,0.12787790919608977,3509.4364765802175,1.0450521860448037,0.045052186044803655,3504.3716289842923,1.043543958132024,0.04354395813202405,704.1320780559919,0.2096788964118082,-0.7903211035881919,1484.7951002494565,0.442147443243183,-0.557852556756817,1862.006594850133,0.5544747925667416,-0.4455252074332584,2312.036385071732,0.6884862269365857,-0.3115137730634143,2834.884470914255,0.8441817463527155,-0.15581825364728452,3430.5508523777025,1.0215613508151316,0.021561350815131552,4840.3385021673685,1.4413728148788207,0.44137281487882074,9639.127800007696,2.8703729633480455,1.8703729633480455,16258.374488371122,4.841475237974417,3.841475237974417,8,3504.3716289842923,1.043543958132024,0.04354395813202405,04,3430.5508523777025,1.0215613508151316,0.021561350815131552
meuse_initial_5_ep,meuse,initial,5,ep,z,503.09999999999997,503.1000004718081,54319.560103552896,105378.37749872924,1.9399711134964939,0.9399711134964939,83707.23332960343,1.5410145658401304,0.5410145658401304,75646.58749095887,1.392621504053952,0.392621504053952,48413.81599421368,0.8912777625945292,-0.10872223740547082,48413.81599421368,0.8912777625945292,-0.10872223740547082,16719.899996155476,0.3078062481412082,-0.6921937518587917,16719.89999615548,0.30780624814120827,-0.6921937518587917,16719.899996155476,0.3078062481412082,-0.6921937518587917,16719.899996155476,0.3078062481412082,-0.6921937518587917,16719.89999615548,0.30780624814120827,-0.6921937518587917,16719.899996155476,0.3078062481412082,-0.6921937518587917,16719.899996155476,0.3078062481412082,-0.6921937518587917,16719.899996155476,0.3078062481412082,-0.6921937518587917,16719.899996155476,0.3078062481412082,-0.6921937518587917,5,48413.81599421368,0.8912777625945292,-0.10872223740547082,00,16719.899996155476,0.3078062481412082,-0.6921937518587917
