design,population,n,mode,y,true_var,rb_Tille_LM_j3,rb_VarB_a035,rb_VarB_a040,rb_simple_LM_q8,rb_Tille_LM_j3_pct,rb_VarB_a035_pct,rb_VarB_a040_pct,rb_simple_LM_q8_pct
meuse_initial_20_ep,meuse,20,ep,z,9262.648749999997,-0.18529380390969596,-0.5710252818237576,-0.5710252818237576,0.8263106608847988,-18.529380390969596,-57.10252818237576,-57.10252818237576,82.63106608847988
meuse_initial_20_up,meuse,20,up,z,3358.1447160666103,-0.6651899964472929,-0.15581825364728452,0.021561350815131552,0.04354395813202405,-66.51899964472929,-15.581825364728452,2.1561350815131552,4.354395813202405
meuse_initial_5_ep,meuse,5,ep,z,54319.560103552896,-0.316668958827942,-0.6921937518587917,-0.6921937518587917,-0.10872223740547082,-31.6668958827942,-69.21937518587917,-69.21937518587917,-10.872223740547081
meuse_initial_5_up,meuse,5,up,z,10462.44942565605,-0.22645601347508926,0.388289893357318,0.6739690956499547,0.0048576121332286615,-22.645601347508926,38.8289893357318,67.39690956499547,0.48576121332286615
regular_best_20_ep,regular,20,ep,z,22910.68073108713,-0.05147942881348999,0.5547945728417065,0.5547945728417065,0.705121070853592,-5.147942881349,55.47945728417065,55.47945728417065,70.5121070853592
regular_best_20_ep,regular,20,ep,plane,22910.68073108713,-0.05147942881348999,0.5547945728417065,0.5547945728417065,0.705121070853592,-5.147942881349,55.47945728417065,55.47945728417065,70.5121070853592
regular_best_20_ep,regular,20,ep,peak,8370.546348777345,14.38163045194847,3.5147242427076204,3.5147242427076213,22.346910897106135,1438.163045194847,351.472424270762,351.47242427076213,2234.6910897106136
regular_best_20_ep,regular,20,ep,bird,36627.95952455807,1.8941149190664959,-0.05773281527577845,-0.05773281527577834,4.32441343780288,189.4114919066496,-5.773281527577845,-5.773281527577834,432.441343780288
regular_best_50_ep,regular,50,ep,z,8263.653000733491,-0.6622303287136512,0.28206367357524087,0.2820636735752411,-0.39519996709487293,-66.22303287136512,28.206367357524087,28.20636735752411,-39.519996709487295
regular_best_50_ep,regular,50,ep,plane,8263.653000733491,-0.6622303287136512,0.28206367357524087,0.2820636735752411,-0.39519996709487293,-66.22303287136512,28.206367357524087,28.20636735752411,-39.519996709487295
regular_best_50_ep,regular,50,ep,peak,2040.4966038091702,14.192986752885245,4.594840315332266,4.594840315332261,24.66726577862379,1419.2986752885245,459.4840315332266,459.48403153322613,2466.726577862379
regular_best_50_ep,regular,50,ep,bird,3911.181900508298,6.642913043319128,2.072448550325024,2.072448550325024,13.727276219192694,664.2913043319128,207.2448550325024,207.2448550325024,1372.7276219192695
regular_initial_20_ep,regular,20,ep,z,50790.31994682624,-0.600096309169162,0.1212536136952358,0.1212536136952358,-0.2397732907906609,-60.0096309169162,12.12536136952358,12.12536136952358,-23.977329079066088
regular_initial_20_ep,regular,20,ep,plane,50790.31994682624,-0.600096309169162,0.1212536136952358,0.1212536136952358,-0.2397732907906609,-60.0096309169162,12.12536136952358,12.12536136952358,-23.977329079066088
regular_initial_20_ep,regular,20,ep,peak,19740.703069777945,5.154844644814308,0.6510648657695011,0.6510648657695008,8.61219541286906,515.4844644814308,65.1064865769501,65.10648657695009,861.219541286906
regular_initial_20_ep,regular,20,ep,bird,29737.426759726706,2.650036916528203,0.7268881857595919,0.7268881857595921,5.572540165012589,265.0036916528203,72.68881857595919,72.68881857595922,557.2540165012589
regular_initial_50_ep,regular,50,ep,z,24328.015539624816,-0.9120120243732623,-0.055528657422042604,-0.055528657422042604,-0.7950225469041114,-91.20120243732623,-5.55286574220426,-5.55286574220426,-79.50225469041115
regular_initial_50_ep,regular,50,ep,plane,24328.015539624816,-0.9120120243732623,-0.055528657422042604,-0.055528657422042604,-0.7950225469041114,-91.20120243732623,-5.55286574220426,-5.55286574220426,-79.50225469041115
regular_initial_50_ep,regular,50,ep,peak,3473.544471309691,6.552168049127508,2.1447012142741944,2.144701214274193,14.234838702877425,655.2168049127508,214.47012142741943,214.47012142741931,1423.4838702877425
regular_initial_50_ep,regular,50,ep,bird,9188.244301103436,1.5665471250793357,0.8454968269070029,0.8454968269070013,4.924870906929509,156.65471250793357,84.5496826907003,84.54968269070014,492.48709069295086
