z_case,pi_case,iteration,corr_y_z,corr_y_pi,corr_y_over_pi_z_over_pi,Start_z_over_V,Start_y_over_Vy,Selected_start_z_over_V,Selected_start_y_over_Vy,ABC_z_over_V,ABC_y_over_Vy,Random_z_over_V,Random_y_over_Vy,ABC_evaluations,Random_evaluations
z90,pi_equal,200,0.9000000000000004,0.0,0.9,1.000000000407911,0.4860337839203935,0.267155344186061,0.2930770227170319,1.011216256836424,0.5247850353451106,0.267155344186061,0.2930770227170319,3563,3054
z90,pi_equal,400,0.9000000000000004,0.0,0.9,1.000000000407911,0.4860337839203935,0.267155344186061,0.2930770227170319,1.0604050011455186,0.5213365702408342,0.267155344186061,0.2930770227170319,6613,6104
z90,pi_equal,600,0.9000000000000004,0.0,0.9,1.000000000407911,0.4860337839203935,0.267155344186061,0.2930770227170319,1.063488031012393,0.5286258109443718,0.267155344186061,0.2930770227170319,9672,9163
z90,pi_equal,800,0.9000000000000004,0.0,0.9,1.000000000407911,0.4860337839203935,0.267155344186061,0.2930770227170319,1.063488031012393,0.5286258109443718,0.267155344186061,0.2930770227170319,12730,12221
z90,pi_equal,1000,0.9000000000000004,0.0,0.9,1.000000000407911,0.4860337839203935,0.267155344186061,0.2930770227170319,1.063488031012393,0.5286258109443718,0.267155344186061,0.2930770227170319,15793,15284
z90,pi80,1,0.8083596089384213,0.7991758057589332,0.5921836158009212,1.0000028944061894,0.20198957603013215,0.23938556269365024,0.16482336734674644,0.27061892016772765,0.1729863892453073,0.23938556269365024,0.16482336734674644,525,16
z90,pi80,200,0.8083596089384213,0.7991758057589332,0.5921836158009212,1.0000028944061894,0.20198957603013215,0.23938556269365024,0.16482336734674644,0.9973671225119748,0.20463825912138747,0.24622890803561334,0.17638644057911265,3549,3040
z90,pi80,400,0.8083596089384213,0.7991758057589332,0.5921836158009212,1.0000028944061894,0.20198957603013215,0.23938556269365024,0.16482336734674644,1.0011625829096216,0.21148557586650069,0.31553472226376555,0.18703034039650362,6598,6089
z90,pi80,600,0.8083596089384213,0.7991758057589332,0.5921836158009212,1.0000028944061894,0.20198957603013215,0.23938556269365024,0.16482336734674644,1.0011625829096216,0.21148557586650069,0.33595913434667674,0.17983120179955972,9645,9136
z90,pi80,800,0.8083596089384213,0.7991758057589332,0.5921836158009212,1.0000028944061894,0.20198957603013215,0.23938556269365024,0.16482336734674644,1.0011625829096216,0.21148557586650069,0.33595913434667674,0.17983120179955972,12688,12179
z90,pi80,1000,0.8083596089384213,0.7991758057589332,0.5921836158009212,1.0000028944061894,0.20198957603013215,0.23938556269365024,0.16482336734674644,1.0011625829096216,0.21148557586650069,0.33595913434667674,0.17983120179955972,15731,15222
