population,auxiliary,corr_y_aux,Ppi_z_eff,Ppi_y_eff,ABC_z_eff,ABC_y_eff,Random_z_eff,Random_y_eff,ABC_z_over_Ppi_z,ABC_y_over_Ppi_y,Random_z_over_Ppi_z,Random_y_over_Ppi_y,ABC_valid_percent,Random_valid_percent,evaluations_ABC,evaluations_Random
6,aux_90,0.9002018352327904,0.45505077661230625,0.05873678964782952,0.4550520025151591,0.05873692144308185,0.4550520025151591,0.05873692144308185,1.0000026939913431,1.0000022438279845,1.0000026939913431,1.0000022438279845,100.0,100.0,84,37
6,aux_80,0.7462743400777462,0.331963618452389,0.07616224531957598,0.33196603829614324,0.07616269073653484,0.33196603829614324,0.07616269073653484,1.0000072894848102,1.0000058482645435,1.0000072894848102,1.0000058482645435,100.0,100.0,59,37
6,aux_00,0.0202094514807809,0.5109240887148705,0.04717677122949152,0.5109221251365161,0.047176538599899696,0.5109221251365161,0.047176538599899696,0.9999961568099885,0.9999950689802256,0.9999961568099885,0.9999950689802256,98.33333333333333,100.0,60,37
7,aux_90,0.9005856267446387,0.5753617699052124,0.09237810125001139,0.5753618360115894,0.09237835156016572,0.5753618360115894,0.09237835156016572,1.0000001148953241,1.0000027096265343,1.0000001148953241,1.0000027096265343,100.0,100.0,59,37
7,aux_80,0.8477360986303835,0.3849647305763332,0.11480299406741978,0.3849623086521156,0.11480213524378209,0.3849623086521156,0.11480213524378209,0.9999937087114086,0.9999925191529657,0.9999937087114086,0.9999925191529657,100.0,100.0,59,37
7,aux_00,0.02885473394101938,0.2178329069063444,0.043655082604562696,0.21783252888279706,0.04365496893552133,0.21783252888279706,0.04365496893552133,0.9999982646168905,0.9999973962014367,0.9999982646168905,0.9999973962014367,100.0,100.0,59,37
8,aux_90,0.8981680395074528,0.3921961168821695,0.018765691950678818,0.39219521591821055,0.018765650904106285,0.39219521591821055,0.018765650904106285,0.9999977027718527,0.9999978126800418,0.9999977027718527,0.9999978126800418,98.33333333333333,100.0,60,37
8,aux_80,0.7736155308370356,0.1421562954182307,0.024671986163720624,0.14215625841325902,0.02467196632752087,0.14215625841325902,0.02467196632752087,0.9999997396881259,0.9999991960031259,0.9999997396881259,0.9999991960031259,98.33333333333333,100.0,60,37
8,aux_00,-0.06871178429005767,0.22864535779951364,0.015562443948921147,0.22864405724329334,0.015562371359662815,0.22864405724329334,0.015562371359662815,0.9999943119062953,0.9999953356131871,0.9999943119062953,0.9999953356131871,100.0,100.0,84,37
9,aux_90,0.8901229034755477,0.3780572569495956,0.09194259415642334,0.3780570165934116,0.09194242522049285,0.3780570165934116,0.09194242522049285,0.9999993642333812,0.9999981625933875,0.9999993642333812,0.9999981625933875,98.80952380952381,100.0,84,37
9,aux_80,0.8327011617941125,0.2970776366662884,0.10468804000531289,0.2970792076941308,0.10468855691336391,0.2970792076941308,0.10468855691336391,1.000005288273665,1.0000049376036748,1.000005288273665,1.0000049376036748,98.82352941176471,100.0,85,37
9,aux_00,-0.0465457493964969,0.5775739872024105,0.06823063554063702,0.5775758951707156,0.06823057206351169,0.5775758951707156,0.06823057206351169,1.0000033034179991,0.999999069668268,1.0000033034179991,0.999999069668268,98.33333333333333,97.29729729729729,60,37
