iteration,y_correlation_target,pi_decreasing,z_over_pi_increasing,corr_y_z,corr_y_over_pi_z_over_pi,Start_z_over_Vincent_z,Start_y_over_Vincent_y,ABC_z_over_Vincent_z,ABC_y_over_Vincent_y,Random_z_over_Vincent_z,Random_y_over_Vincent_y,evaluations_ABC,evaluations_Random,valid_ABC,valid_Random
800,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1159457339224355,1.9022263075736185,0.9998300022770583,0.7535306473122683,38439,38439,38355,38197
850,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1159457339224355,1.9022263075736185,0.9998300022770583,0.7535306473122683,40894,40894,40807,40642
900,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1159457339224355,1.9022263075736185,0.9998300022770583,0.7535306473122683,43424,43424,43335,43153
950,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1159457339224355,1.9022263075736185,0.9998300022770583,0.7535306473122683,45904,45904,45809,45620
1000,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1159457339224355,1.9022263075736185,0.9998300022770583,0.7535306473122683,48334,48334,48237,48034
1050,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,50789,50789,50686,50475
1100,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,53194,53194,53087,52871
1150,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,55674,55674,55558,55332
1200,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,58129,58129,58009,57770
1250,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,60584,60584,60463,60215
1300,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,62989,62989,62866,62604
1350,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,65369,65369,65243,64968
1400,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,67674,67674,67545,67256
1450,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,70079,70079,69944,69649
1500,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,72434,72434,72295,71993
1550,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,74939,74939,74798,74484
1600,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,77394,77394,77248,76916
1650,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,79874,79874,79722,79381
1700,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,82304,82304,82147,81790
1750,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,84784,84784,84623,84252
1800,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,87164,87164,86998,86619
1850,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.1469630225559335,2.3709895300425305,0.9998300022770583,0.7535306473122683,89719,89719,89551,89154
1900,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.163749675033313,2.630131304640172,0.9998300022770583,0.7535306473122683,92224,92224,92054,91644
1950,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.163749675033313,2.630131304640172,0.9998300022770583,0.7535306473122683,94604,94604,94427,94014
2000,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.163749675033313,2.630131304640172,0.9998300022770583,0.7535306473122683,97259,97259,97078,96643
