z_case,pi_case,iteration,corr_y_z,corr_y_pi,corr_y_over_pi_z_over_pi,Vincent_start_matches_Ppi,Start_z_over_V,Start_y_over_Vy,Selected_start_z_over_V,Selected_start_y_over_Vy,ABC_z_over_V,ABC_y_over_Vy,Random_z_over_V,Random_y_over_Vy,ABC_evaluations,Random_evaluations
z80,pi_equal,200,0.8,0.0,0.8000000000000003,True,1.0000000000244498,0.3168321558398016,0.30952109030553043,0.2887129932578488,1.0337612386495623,0.33568674209525196,0.39734694122109837,0.25571048183069256,3563,3054
z80,pi_equal,400,0.8,0.0,0.8000000000000003,True,1.0000000000244498,0.3168321558398016,0.30952109030553043,0.2887129932578488,1.044647688781206,0.3331963185756035,0.39734694122109837,0.25571048183069256,6627,6118
z80,pi_equal,600,0.8,0.0,0.8000000000000003,True,1.0000000000244498,0.3168321558398016,0.30952109030553043,0.2887129932578488,1.0608029697010264,0.33617293906897705,0.39734694122109837,0.25571048183069256,9687,9178
z80,pi_equal,800,0.8,0.0,0.8000000000000003,True,1.0000000000244498,0.3168321558398016,0.30952109030553043,0.2887129932578488,1.0608029697010264,0.33617293906897705,0.39734694122109837,0.25571048183069256,12750,12241
z80,pi_equal,1000,0.8,0.0,0.8000000000000003,True,1.0000000000244498,0.3168321558398016,0.30952109030553043,0.2887129932578488,1.0614561128124693,0.3365316473499294,0.39734694122109837,0.25571048183069256,15814,15305
z80,pi80,1,0.7998986569229493,0.7998810951018136,-0.3766598889508616,False,0.8469890838173395,0.29859689021799113,12.006630803553879,0.27702310906833216,12.006630803553879,0.27702310906833216,12.006630803553879,0.27702310906833216,525,16
z80,pi80,200,0.7998986569229493,0.7998810951018136,-0.3766598889508616,False,0.8469890838173395,0.29859689021799113,12.006630803553879,0.27702310906833216,30.060867456501654,0.2879820788354846,31.370300608047483,0.33573912134234096,3600,3091
z80,pi80,400,0.7998986569229493,0.7998810951018136,-0.3766598889508616,False,0.8469890838173395,0.29859689021799113,12.006630803553879,0.27702310906833216,30.060867456501654,0.2879820788354846,31.370300608047483,0.33573912134234096,6698,6189
z80,pi80,600,0.7998986569229493,0.7998810951018136,-0.3766598889508616,False,0.8469890838173395,0.29859689021799113,12.006630803553879,0.27702310906833216,293.94644134072024,0.27888265818023106,67.57606868314755,0.26931544281431136,9797,9288
z80,pi80,800,0.7998986569229493,0.7998810951018136,-0.3766598889508616,False,0.8469890838173395,0.29859689021799113,12.006630803553879,0.27702310906833216,293.94644134072024,0.27888265818023106,67.57606868314755,0.26931544281431136,12893,12384
z80,pi80,1000,0.7998986569229493,0.7998810951018136,-0.3766598889508616,False,0.8469890838173395,0.29859689021799113,12.006630803553879,0.27702310906833216,293.94644134072024,0.27888265818023106,292.16891771734214,0.2993808667596727,15994,15485
z80,pi90,1,0.7998027528796144,0.8997696268389928,0.9368979707632457,True,1.0000055863784483,0.9975516895357428,0.24827032680983535,0.4190560787490355,0.27850328493833565,0.464047161801787,0.24827032680983535,0.4190560787490355,525,16
z80,pi90,200,0.7998027528796144,0.8997696268389928,0.9368979707632457,True,1.0000055863784483,0.9975516895357428,0.24827032680983535,0.4190560787490355,0.9932497909922613,0.9927987264816464,0.31727873469812085,0.5176904463460136,3544,3035
z80,pi90,400,0.7998027528796144,0.8997696268389928,0.9368979707632457,True,1.0000055863784483,0.9975516895357428,0.24827032680983535,0.4190560787490355,0.9970514741012463,0.9970869461674483,0.31727873469812085,0.5176904463460136,6587,6078
z80,pi90,600,0.7998027528796144,0.8997696268389928,0.9368979707632457,True,1.0000055863784483,0.9975516895357428,0.24827032680983535,0.4190560787490355,0.9983805132467118,0.9966891919702193,0.32139527906003607,0.5449441662965069,9628,9119
z80,pi90,800,0.7998027528796144,0.8997696268389928,0.9368979707632457,True,1.0000055863784483,0.9975516895357428,0.24827032680983535,0.4190560787490355,1.0033567522284261,0.9985913106723187,0.32271847973101675,0.4910146364133947,12674,12165
z80,pi90,1000,0.7998027528796144,0.8997696268389928,0.9368979707632457,True,1.0000055863784483,0.9975516895357428,0.24827032680983535,0.4190560787490355,1.0051787996037658,0.9991603536029502,0.32271847973101675,0.4910146364133947,15724,15215
z90,pi_equal,1,0.9,0.0,0.9000000000000001,True,1.0000000001168534,0.5825118531683418,0.3332190102244303,0.43317953762201833,0.42344452895258217,0.44028494251082567,0.3332190102244303,0.43317953762201833,525,16
z90,pi_equal,200,0.9,0.0,0.9000000000000001,True,1.0000000001168534,0.5825118531683418,0.3332190102244303,0.43317953762201833,1.038071528428246,0.6876002840862544,0.4104296189574651,0.42541307187143984,3561,3052
z90,pi_equal,400,0.9,0.0,0.9000000000000001,True,1.0000000001168534,0.5825118531683418,0.3332190102244303,0.43317953762201833,1.052503253929064,0.6490104796247148,0.4104296189574651,0.42541307187143984,6626,6117
z90,pi_equal,600,0.9,0.0,0.9000000000000001,True,1.0000000001168534,0.5825118531683418,0.3332190102244303,0.43317953762201833,1.0746947591445721,0.6500585595375941,0.44698609409118645,0.39201739961851295,9695,9186
z90,pi_equal,800,0.9,0.0,0.9000000000000001,True,1.0000000001168534,0.5825118531683418,0.3332190102244303,0.43317953762201833,1.0784520373995468,0.6525125684558934,0.44698609409118645,0.39201739961851295,12756,12247
z90,pi_equal,1000,0.9,0.0,0.9000000000000001,True,1.0000000001168534,0.5825118531683418,0.3332190102244303,0.43317953762201833,1.083604069651409,0.6572851138447708,0.44698609409118645,0.39201739961851295,15819,15310
z90,pi80,1,0.8522061153617068,0.8076673826749503,0.5683971798488823,True,0.9999961356653126,0.19463219023839126,0.47831101708053275,0.17084505940497713,0.5798801858238324,0.19066395557807594,0.47831101708053275,0.17084505940497713,525,16
z90,pi80,200,0.8522061153617068,0.8076673826749503,0.5683971798488823,True,0.9999961356653126,0.19463219023839126,0.47831101708053275,0.17084505940497713,0.9866659323110232,0.19578088344235028,0.5357707147019836,0.14883555829898862,3543,3034
z90,pi80,400,0.8522061153617068,0.8076673826749503,0.5683971798488823,True,0.9999961356653126,0.19463219023839126,0.47831101708053275,0.17084505940497713,0.9987217127273953,0.20007844920861378,0.5856232929373115,0.14430059723251187,6585,6076
z90,pi80,600,0.8522061153617068,0.8076673826749503,0.5683971798488823,True,0.9999961356653126,0.19463219023839126,0.47831101708053275,0.17084505940497713,1.0020029130448906,0.2064225651841772,0.5856232929373115,0.14430059723251187,9626,9117
z90,pi80,800,0.8522061153617068,0.8076673826749503,0.5683971798488823,True,0.9999961356653126,0.19463219023839126,0.47831101708053275,0.17084505940497713,1.0020029130448906,0.2064225651841772,0.5856232929373115,0.14430059723251187,12671,12162
z90,pi80,1000,0.8522061153617068,0.8076673826749503,0.5683971798488823,True,0.9999961356653126,0.19463219023839126,0.47831101708053275,0.17084505940497713,1.0028117003243981,0.21306077704616763,0.5856232929373115,0.14430059723251187,15716,15207
z90,pi90,1,0.899950975211453,0.9003727031584097,-0.7612022386204164,True,0.999996659407794,0.5837842741483645,0.3024324907557217,0.3974162059801411,0.36404924640268094,0.44141306409393244,0.3024324907557217,0.3974162059801411,525,16
z90,pi90,200,0.899950975211453,0.9003727031584097,-0.7612022386204164,True,0.999996659407794,0.5837842741483645,0.3024324907557217,0.3974162059801411,0.9962564638498576,0.5830331880875248,0.330688232735559,0.43304068804699586,3544,3035
z90,pi90,400,0.899950975211453,0.9003727031584097,-0.7612022386204164,True,0.999996659407794,0.5837842741483645,0.3024324907557217,0.3974162059801411,0.9962564638498576,0.5830331880875248,0.35704873451578206,0.44183311100819966,6588,6079
z90,pi90,600,0.899950975211453,0.9003727031584097,-0.7612022386204164,True,0.999996659407794,0.5837842741483645,0.3024324907557217,0.3974162059801411,1.0004024862115597,0.5871035492497878,0.4141321907710643,0.3626981397436441,9632,9123
z90,pi90,800,0.899950975211453,0.9003727031584097,-0.7612022386204164,True,0.999996659407794,0.5837842741483645,0.3024324907557217,0.3974162059801411,1.0024084548753796,0.6073413187394006,0.4141321907710643,0.3626981397436441,12671,12162
z90,pi90,1000,0.899950975211453,0.9003727031584097,-0.7612022386204164,True,0.999996659407794,0.5837842741483645,0.3024324907557217,0.3974162059801411,1.002988165589849,0.5963491419855123,0.4141321907710643,0.3626981397436441,15710,15201
