iteration,z_variable,pi_source,corr_y_z,corr_y_pi,corr_y_over_pi_z_over_pi,Start_z_over_Vincent_z,Start_y_over_Vincent_y,ABC_z_over_Vincent_z,ABC_y_over_Vincent_y,Random_z_over_Vincent_z,Random_y_over_Vincent_y,ABC_eff_z,ABC_eff_y,Random_eff_z,Random_eff_y,Vincent_eff_z,Vincent_y_eff_y,evaluations_ABC,evaluations_Random,valid_ABC,valid_Random
40,z_90,equal,0.9000000000000001,0.0,0.9000000000000001,0.9999985249405379,0.183392067733469,1.3546505475743316,0.2132313043455781,1.0763853166345763,0.16868934260465723,1.3513297369458692,1.3300582166851362,1.073746649558258,1.0522218906231213,0.9975485850321999,6.2376311056539215,1592,1592,1591,1590
40,z_90,size_80,0.9000000000000001,0.7964686621946876,-0.29463027700024136,1.0000004373609195,0.4340927616676112,1.2520198487861232,0.19476414829978492,1.0000004373609195,0.4340927616676112,1.5274735479459483,0.6611718709060099,1.2200079874804886,1.4736281080682245,1.2200074538969068,3.3947308920958124,1092,1092,1092,1091
40,z_90,size_90,0.9000000000000001,0.8714416182858846,-0.5420575768862299,0.9999995148138413,0.6007605803465894,1.0983566179926183,0.27086291811490515,0.9999995148138413,0.6007605803465894,1.8282015653702135,1.6514353815191112,1.6644873335341486,3.6628021477101482,1.664488141120756,6.09694155631352,1067,1067,1067,1066
50,z_00,equal,-1.376981811053447e-17,0.0,6.722437906588872e-18,0.9999977436321681,0.183392067733469,1.4657666817955826,0.16577380976825357,1.1664081874995365,0.1638852547565267,1.4078437480305512,1.0340358723132144,1.1203150506950064,1.0222557628273283,0.9604828418571536,6.2376311056539215,1714,1714,1712,1713
50,z_00,size_80,-1.376981811053447e-17,0.7964686621946876,-0.019581006445603694,1.0000001688079299,0.4340927616676112,1.565276008982548,0.2142863456482727,1.1320673484562402,0.1576161282230765,1.4005920960376843,0.7274444773265124,1.0129616574528533,0.5350643395714124,0.8947892180038519,3.3947308920958124,1513,1513,1513,1511
50,z_00,size_90,-1.376981811053447e-17,0.8714416182858846,0.0422758631115996,0.9999998850628031,0.6007605803465894,1.3476060676054218,0.11764460196076891,1.1662613752368978,0.14756633266471814,1.12563573172405,0.717272262570575,0.9741611499486547,0.8997033059363052,0.8352854434116687,6.09694155631352,1738,1738,1733,1737
50,z_80,equal,0.8000000000000002,0.0,0.8000000000000003,0.9999989657549232,0.183392067733469,1.1981054317404887,0.19881727356713583,1.0219951817152426,0.1781631794606158,1.283145511248208,1.2401488099436717,1.094535167936084,1.111316190085739,1.0709787947327654,6.2376311056539215,1514,1514,1513,1514
50,z_80,size_80,0.8000000000000002,0.7964686621946876,-0.3338028997675349,1.0000002051534513,0.4340927616676112,1.7314520139904543,0.16507871088362655,1.0000002051534513,0.4340927616676112,2.087063333947081,0.5603977994640003,1.2053835423976316,1.4736281080682245,1.2053832951090884,3.3947308920958124,1438,1438,1435,1436
50,z_80,size_90,0.8000000000000002,0.8714416182858846,-0.5117759861486383,0.9999998810396256,0.6007605803465894,1.3189663786642747,0.244160140945592,0.9999998810396256,0.6007605803465894,1.7855809880098084,1.488630109726546,1.353772775773628,3.6628021477101482,1.3537729368189635,6.09694155631352,1213,1213,1211,1213
50,z_90,equal,0.9000000000000001,0.0,0.9000000000000001,0.9999985249405379,0.183392067733469,1.385755733565527,0.2148155886039247,1.0763853166345763,0.16868934260465723,1.3823586712185496,1.3399403974551967,1.073746649558258,1.0522218906231213,0.9975485850321999,6.2376311056539215,1763,1763,1762,1761
50,z_90,size_80,0.9000000000000001,0.7964686621946876,-0.29463027700024136,1.0000004373609195,0.4340927616676112,1.273892129556439,0.19376809464785016,1.0000004373609195,0.4340927616676112,1.5541578935194595,0.6577905368036022,1.2200079874804886,1.4736281080682245,1.2200074538969068,3.3947308920958124,1238,1238,1238,1237
50,z_90,size_90,0.9000000000000001,0.8714416182858846,-0.5420575768862299,0.9999995148138413,0.6007605803465894,1.1013780846680012,0.2739003182321025,0.9999995148138413,0.6007605803465894,1.8332307608201799,1.6699542325168033,1.6644873335341486,3.6628021477101482,1.664488141120756,6.09694155631352,1263,1263,1263,1262
