z_case,pi_case,iteration,target_corr_y_pi,corr_y_z,corr_y_pi,corr_y_over_pi_z_over_pi,vincent_condition_ok,Vincent_start_matches_Ppi,Start_z_over_V,Start_y_over_Vy,Selected_start_z_over_V,Selected_start_y_over_Vy,ABC_z_over_V,ABC_y_over_Vy,Random_z_over_V,Random_y_over_Vy,ABC_var_z,ABC_var_y,Random_var_z,Random_var_y,Vincent_var_z,Vincent_var_y,ABC_evaluations,Random_evaluations
z00,pi_m80,1600,-0.8,0.0110934800904353,-0.7955005077144863,0.8405748573063694,True,True,1.0000172724873326,0.6986005345275642,0.22532885277135287,0.4623076446942145,847.0147520872764,0.6764301596871957,0.31770394763670645,0.48770498685424396,9.348672654945502e-05,7656.425631694335,0.24924032924603456,10619.200853543762,0.07918463651173764,5179.037212680137,25078,24569
z00,pi_m80,1800,-0.8,0.0110934800904353,-0.7955005077144863,0.8405748573063694,True,True,1.0000172724873326,0.6986005345275642,0.22532885277135287,0.4623076446942145,2605.3520835835097,0.679584296606312,0.31770394763670645,0.48770498685424396,3.039306549417451e-05,7620.890062561863,0.24924032924603456,10619.200853543762,0.07918463651173764,5179.037212680137,28137,27628
z00,pi_m80,2000,-0.8,0.0110934800904353,-0.7955005077144863,0.8405748573063694,True,True,1.0000172724873326,0.6986005345275642,0.22532885277135287,0.4623076446942145,2605.3520835835097,0.679584296606312,0.31770394763670645,0.48770498685424396,3.039306549417451e-05,7620.890062561863,0.24924032924603456,10619.200853543762,0.07918463651173764,5179.037212680137,31212,30703
z00,pi_m60,1,-0.6,-3.629355876152825e-05,-0.5998726280055918,0.9872850419572325,True,True,0.9999998286946202,0.9913810760916502,0.3949195543687448,0.5316973045358004,0.4249977708883588,0.5668571206483466,0.41102861689919473,0.5440783444441788,59.784396878285584,411663.4400860409,61.816219996691196,428898.43844411254,25.408235407176328,233354.35232336627,525,16
z00,pi_m60,200,-0.6,-3.629355876152825e-05,-0.5998726280055918,0.9872850419572325,True,True,0.9999998286946202,0.9913810760916502,0.3949195543687448,0.5316973045358004,0.9983651341495853,0.9909889917922523,0.4440281860971884,0.5811203262905429,25.449842485554395,235476.23056975988,57.222122835271996,401559.4391835058,25.408235407176328,233354.35232336627,3547,3038
z00,pi_m60,400,-0.6,-3.629355876152825e-05,-0.5998726280055918,0.9872850419572325,True,True,0.9999998286946202,0.9913810760916502,0.3949195543687448,0.5316973045358004,0.9983651341495853,0.9909889917922523,0.4440281860971884,0.5811203262905429,25.449842485554395,235476.23056975988,57.222122835271996,401559.4391835058,25.408235407176328,233354.35232336627,6592,6083
z00,pi_m60,600,-0.6,-3.629355876152825e-05,-0.5998726280055918,0.9872850419572325,True,True,0.9999998286946202,0.9913810760916502,0.3949195543687448,0.5316973045358004,0.9983651341495853,0.9909889917922523,0.45080319418000336,0.5798697708584891,25.449842485554395,235476.23056975988,56.3621459102416,402425.4480068661,25.408235407176328,233354.35232336627,9641,9132
z00,pi_m60,800,-0.6,-3.629355876152825e-05,-0.5998726280055918,0.9872850419572325,True,True,0.9999998286946202,0.9913810760916502,0.3949195543687448,0.5316973045358004,0.9983651341495853,0.9909889917922523,0.45080319418000336,0.5798697708584891,25.449842485554395,235476.23056975988,56.3621459102416,402425.4480068661,25.408235407176328,233354.35232336627,12689,12180
z00,pi_m60,1000,-0.6,-3.629355876152825e-05,-0.5998726280055918,0.9872850419572325,True,True,0.9999998286946202,0.9913810760916502,0.3949195543687448,0.5316973045358004,0.9983651341495853,0.9909889917922523,0.45638953876395577,0.572120820464516,25.449842485554395,235476.23056975988,55.67225637114667,407876.000971091,25.408235407176328,233354.35232336627,15731,15222
z00,pi_m60,1200,-0.6,-3.629355876152825e-05,-0.5998726280055918,0.9872850419572325,True,True,0.9999998286946202,0.9913810760916502,0.3949195543687448,0.5316973045358004,0.9983651341495853,0.9909889917922523,0.4988141347086527,0.6612980519443168,25.449842485554395,235476.23056975988,50.93728031988662,352873.18877965695,25.408235407176328,233354.35232336627,18782,18273
z00,pi_m60,1400,-0.6,-3.629355876152825e-05,-0.5998726280055918,0.9872850419572325,True,True,0.9999998286946202,0.9913810760916502,0.3949195543687448,0.5316973045358004,0.9991540720855762,0.9914260718995395,0.4988141347086527,0.6612980519443168,25.42974714013891,235372.41851655874,50.93728031988662,352873.18877965695,25.408235407176328,233354.35232336627,21832,21323
z00,pi_m60,1600,-0.6,-3.629355876152825e-05,-0.5998726280055918,0.9872850419572325,True,True,0.9999998286946202,0.9913810760916502,0.3949195543687448,0.5316973045358004,0.9991540720855762,0.9914260718995395,0.4988141347086527,0.6612980519443168,25.42974714013891,235372.41851655874,50.93728031988662,352873.18877965695,25.408235407176328,233354.35232336627,24887,24378
z00,pi_m60,1800,-0.6,-3.629355876152825e-05,-0.5998726280055918,0.9872850419572325,True,True,0.9999998286946202,0.9913810760916502,0.3949195543687448,0.5316973045358004,0.9991540720855762,0.9914260718995395,0.4988141347086527,0.6612980519443168,25.42974714013891,235372.41851655874,50.93728031988662,352873.18877965695,25.408235407176328,233354.35232336627,27942,27433
z00,pi_m60,2000,-0.6,-3.629355876152825e-05,-0.5998726280055918,0.9872850419572325,True,True,0.9999998286946202,0.9913810760916502,0.3949195543687448,0.5316973045358004,1.0000226722875514,0.9919243802860793,0.5116709170311421,0.6981622657921746,25.40765935741737,235254.17558147418,49.65737657047624,334240.8545362863,25.408235407176328,233354.35232336627,30997,30488
z00,pi_m40,1,-0.4,-0.009242358764493593,-0.3979942353179924,0.6955329618155285,True,True,0.9988815241772572,0.46125403388324393,0.2678120448102628,0.39468970181016416,0.34233260236646135,0.4022963913042955,0.2678120448102628,0.39468970181016416,0.20191588794767018,10367.8517012679,0.2581003831595102,10567.666969441982,0.06912239138026074,4170.949324998177,525,16
z00,pi_m40,200,-0.4,-0.009242358764493593,-0.3979942353179924,0.6955329618155285,True,True,0.9988815241772572,0.46125403388324393,0.2678120448102628,0.39468970181016416,6.105999608008763,0.4520771459375807,0.2678120448102628,0.39468970181016416,0.011320405472938173,9226.189296404002,0.2581003831595102,10567.666969441982,0.06912239138026074,4170.949324998177,3585,3076
z00,pi_m40,400,-0.4,-0.009242358764493593,-0.3979942353179924,0.6955329618155285,True,True,0.9988815241772572,0.46125403388324393,0.2678120448102628,0.39468970181016416,8.90679196093883,0.45295687482158686,0.270927600980832,0.4461136868709814,0.007760638362656314,9208.270272177795,0.2551323347271329,9349.521092376704,0.06912239138026074,4170.949324998177,6655,6146
z00,pi_m40,600,-0.4,-0.009242358764493593,-0.3979942353179924,0.6955329618155285,True,True,0.9988815241772572,0.46125403388324393,0.2678120448102628,0.39468970181016416,17.222054380290068,0.45732350218677176,0.31986018866082866,0.3934092262176312,0.004013597324333645,9120.347642432673,0.216101890234162,10602.06280645497,0.06912239138026074,4170.949324998177,9732,9223
z00,pi_m40,800,-0.4,-0.009242358764493593,-0.3979942353179924,0.6955329618155285,True,True,0.9988815241772572,0.46125403388324393,0.2678120448102628,0.39468970181016416,71.24335110393426,0.45614000196243604,0.31986018866082866,0.3934092262176312,0.0009702293660979068,9144.011283933967,0.216101890234162,10602.06280645497,0.06912239138026074,4170.949324998177,12807,12298
z00,pi_m40,1000,-0.4,-0.009242358764493593,-0.3979942353179924,0.6955329618155285,True,True,0.9988815241772572,0.46125403388324393,0.2678120448102628,0.39468970181016416,71.24335110393426,0.45614000196243604,0.31986018866082866,0.3934092262176312,0.0009702293660979068,9144.011283933967,0.216101890234162,10602.06280645497,0.06912239138026074,4170.949324998177,15878,15369
z00,pi_m40,1200,-0.4,-0.009242358764493593,-0.3979942353179924,0.6955329618155285,True,True,0.9988815241772572,0.46125403388324393,0.2678120448102628,0.39468970181016416,71.24335110393426,0.45614000196243604,0.31986018866082866,0.3934092262176312,0.0009702293660979068,9144.011283933967,0.216101890234162,10602.06280645497,0.06912239138026074,4170.949324998177,18955,18446
z00,pi_m40,1400,-0.4,-0.009242358764493593,-0.3979942353179924,0.6955329618155285,True,True,0.9988815241772572,0.46125403388324393,0.2678120448102628,0.39468970181016416,105.23595968859804,0.45535819005894157,0.31986018866082866,0.3934092262176312,0.0006568324324194852,9159.710786047988,0.216101890234162,10602.06280645497,0.06912239138026074,4170.949324998177,22025,21516
z00,pi_m40,1600,-0.4,-0.009242358764493593,-0.3979942353179924,0.6955329618155285,True,True,0.9988815241772572,0.46125403388324393,0.2678120448102628,0.39468970181016416,105.23595968859804,0.45535819005894157,0.31986018866082866,0.3934092262176312,0.0006568324324194852,9159.710786047988,0.216101890234162,10602.06280645497,0.06912239138026074,4170.949324998177,25096,24587
z00,pi_m40,1800,-0.4,-0.009242358764493593,-0.3979942353179924,0.6955329618155285,True,True,0.9988815241772572,0.46125403388324393,0.2678120448102628,0.39468970181016416,105.23595968859804,0.45535819005894157,0.31986018866082866,0.3934092262176312,0.0006568324324194852,9159.710786047988,0.216101890234162,10602.06280645497,0.06912239138026074,4170.949324998177,28165,27656
z00,pi_m40,2000,-0.4,-0.009242358764493593,-0.3979942353179924,0.6955329618155285,True,True,0.9988815241772572,0.46125403388324393,0.2678120448102628,0.39468970181016416,105.23595968859804,0.45535819005894157,0.31986018866082866,0.3934092262176312,0.0006568324324194852,9159.710786047988,0.216101890234162,10602.06280645497,0.06912239138026074,4170.949324998177,31236,30727
z00,pi_m20,1,-0.2,0.0012082882757706397,-0.20486492629728753,0.585616934490118,True,True,1.0002698603694742,0.33149587129180896,0.22689644778323814,0.3309509816127238,0.22689644778323814,0.3309509816127238,0.22689644778323814,0.3309509816127238,0.2872514565428285,10854.039970483287,0.2872514565428285,10854.039970483287,0.06517633511012899,3592.1551826951836,525,16
z00,pi_m20,200,-0.2,0.0012082882757706397,-0.20486492629728753,0.585616934490118,True,True,1.0002698603694742,0.33149587129180896,0.22689644778323814,0.3309509816127238,9.779404685080554,0.3372097694402233,0.3076233765273362,0.3137674422168312,0.006664652625487717,10652.583371645049,0.21187055368120655,11448.463732616334,0.06517633511012899,3592.1551826951836,3581,3072
z00,pi_m20,400,-0.2,0.0012082882757706397,-0.20486492629728753,0.585616934490118,True,True,1.0002698603694742,0.33149587129180896,0.22689644778323814,0.3309509816127238,27.85099862618876,0.3377954419765268,0.3076233765273362,0.3137674422168312,0.0023401794666293436,10634.11383432699,0.21187055368120655,11448.463732616334,0.06517633511012899,3592.1551826951836,6660,6151
z00,pi_m20,600,-0.2,0.0012082882757706397,-0.20486492629728753,0.585616934490118,True,True,1.0002698603694742,0.33149587129180896,0.22689644778323814,0.3309509816127238,74.8544757110366,0.3402032511298289,0.3076233765273362,0.3137674422168312,0.0008707072555251274,10558.850248389717,0.21187055368120655,11448.463732616334,0.06517633511012899,3592.1551826951836,9738,9229
z00,pi_m20,800,-0.2,0.0012082882757706397,-0.20486492629728753,0.585616934490118,True,True,1.0002698603694742,0.33149587129180896,0.22689644778323814,0.3309509816127238,74.8544757110366,0.3402032511298289,0.3076233765273362,0.3137674422168312,0.0008707072555251274,10558.850248389717,0.21187055368120655,11448.463732616334,0.06517633511012899,3592.1551826951836,12820,12311
z00,pi_m20,1000,-0.2,0.0012082882757706397,-0.20486492629728753,0.585616934490118,True,True,1.0002698603694742,0.33149587129180896,0.22689644778323814,0.3309509816127238,136.51718468363708,0.3391996237704108,0.3076233765273362,0.3137674422168312,0.0004774222033743786,10590.09188384759,0.21187055368120655,11448.463732616334,0.06517633511012899,3592.1551826951836,15895,15386
z00,pi_m20,1200,-0.2,0.0012082882757706397,-0.20486492629728753,0.585616934490118,True,True,1.0002698603694742,0.33149587129180896,0.22689644778323814,0.3309509816127238,136.51718468363708,0.3391996237704108,0.3076233765273362,0.3137674422168312,0.0004774222033743786,10590.09188384759,0.21187055368120655,11448.463732616334,0.06517633511012899,3592.1551826951836,18971,18462
z00,pi_m20,1400,-0.2,0.0012082882757706397,-0.20486492629728753,0.585616934490118,True,True,1.0002698603694742,0.33149587129180896,0.22689644778323814,0.3309509816127238,136.51718468363708,0.3391996237704108,0.3076233765273362,0.3137674422168312,0.0004774222033743786,10590.09188384759,0.21187055368120655,11448.463732616334,0.06517633511012899,3592.1551826951836,22047,21538
z00,pi_m20,1600,-0.2,0.0012082882757706397,-0.20486492629728753,0.585616934490118,True,True,1.0002698603694742,0.33149587129180896,0.22689644778323814,0.3309509816127238,222.4804735543827,0.33894278313943976,0.3076233765273362,0.3137674422168312,0.0002929530581666863,10598.116736468128,0.21187055368120655,11448.463732616334,0.06517633511012899,3592.1551826951836,25124,24615
z00,pi_m20,1800,-0.2,0.0012082882757706397,-0.20486492629728753,0.585616934490118,True,True,1.0002698603694742,0.33149587129180896,0.22689644778323814,0.3309509816127238,222.4804735543827,0.33894278313943976,0.3076233765273362,0.3137674422168312,0.0002929530581666863,10598.116736468128,0.21187055368120655,11448.463732616334,0.06517633511012899,3592.1551826951836,28204,27695
z00,pi_m20,2000,-0.2,0.0012082882757706397,-0.20486492629728753,0.585616934490118,True,True,1.0002698603694742,0.33149587129180896,0.22689644778323814,0.3309509816127238,427.79047226230995,0.3392300867324569,0.34694463757677124,0.33267268485504076,0.00015235574267340055,10589.140890466579,0.1878580270482114,10797.866329964645,0.06517633511012899,3592.1551826951836,31273,30764
z00,pi_equal,1,0.0,1.628625087235428e-17,0.0,1.8219459344737375e-16,True,True,1.0000000000140852,0.2490529692749551,0.3376210268004843,0.26057893200451065,0.3803446064729823,0.2727818270252598,0.3376210268004843,0.26057893200451065,13437.490935246635,8758.543052839008,15137.911433374376,9168.705073944599,5110.877201750648,2389.1713760328216,525,16
z00,pi_equal,200,0.0,1.628625087235428e-17,0.0,1.8219459344737375e-16,True,True,1.0000000000140852,0.2490529692749551,0.3376210268004843,0.26057893200451065,1.0126588350543368,0.2612852986665373,0.4127887464041064,0.2852108877488514,5046.988210473087,9143.918116426355,12381.338508553405,8376.858944237283,5110.877201750648,2389.1713760328216,3561,3052
z00,pi_equal,400,0.0,1.628625087235428e-17,0.0,1.8219459344737375e-16,True,True,1.0000000000140852,0.2490529692749551,0.3376210268004843,0.26057893200451065,1.0126588350543368,0.2612852986665373,0.49210830649818843,0.2746630254524467,5046.988210473087,9143.918116426355,10385.675539840664,8698.554791265367,5110.877201750648,2389.1713760328216,6630,6121
z00,pi_equal,600,0.0,1.628625087235428e-17,0.0,1.8219459344737375e-16,True,True,1.0000000000140852,0.2490529692749551,0.3376210268004843,0.26057893200451065,1.014687457134134,0.2644400159592278,0.49210830649818843,0.2746630254524467,5036.89797860094,9034.832974753685,10385.675539840664,8698.554791265367,5110.877201750648,2389.1713760328216,9697,9188
z00,pi_equal,800,0.0,1.628625087235428e-17,0.0,1.8219459344737375e-16,True,True,1.0000000000140852,0.2490529692749551,0.3376210268004843,0.26057893200451065,1.014687457134134,0.2644400159592278,0.49210830649818843,0.2746630254524467,5036.89797860094,9034.832974753685,10385.675539840664,8698.554791265367,5110.877201750648,2389.1713760328216,12765,12256
z00,pi_equal,1000,0.0,1.628625087235428e-17,0.0,1.8219459344737375e-16,True,True,1.0000000000140852,0.2490529692749551,0.3376210268004843,0.26057893200451065,1.0231756879839902,0.26000111298087925,0.49210830649818843,0.2746630254524467,4995.1120435834855,9189.081341388426,10385.675539840664,8698.554791265367,5110.877201750648,2389.1713760328216,15824,15315
z00,pi_equal,1200,0.0,1.628625087235428e-17,0.0,1.8219459344737375e-16,True,True,1.0000000000140852,0.2490529692749551,0.3376210268004843,0.26057893200451065,1.0349532149823786,0.25998481789080763,0.49210830649818843,0.2746630254524467,4938.268829705184,9189.657286204543,10385.675539840664,8698.554791265367,5110.877201750648,2389.1713760328216,18885,18376
z00,pi_equal,1400,0.0,1.628625087235428e-17,0.0,1.8219459344737375e-16,True,True,1.0000000000140852,0.2490529692749551,0.3376210268004843,0.26057893200451065,1.0349532149823786,0.25998481789080763,0.49210830649818843,0.2746630254524467,4938.268829705184,9189.657286204543,10385.675539840664,8698.554791265367,5110.877201750648,2389.1713760328216,21944,21435
z00,pi_equal,1600,0.0,1.628625087235428e-17,0.0,1.8219459344737375e-16,True,True,1.0000000000140852,0.2490529692749551,0.3376210268004843,0.26057893200451065,1.0349532149823786,0.25998481789080763,0.49210830649818843,0.2746630254524467,4938.268829705184,9189.657286204543,10385.675539840664,8698.554791265367,5110.877201750648,2389.1713760328216,25006,24497
z00,pi_equal,1800,0.0,1.628625087235428e-17,0.0,1.8219459344737375e-16,True,True,1.0000000000140852,0.2490529692749551,0.3376210268004843,0.26057893200451065,1.036460418708487,0.2594528955737014,0.49210830649818843,0.2746630254524467,4931.087680240807,9208.49763788488,10385.675539840664,8698.554791265367,5110.877201750648,2389.1713760328216,28070,27561
z00,pi_equal,2000,0.0,1.628625087235428e-17,0.0,1.8219459344737375e-16,True,True,1.0000000000140852,0.2490529692749551,0.3376210268004843,0.26057893200451065,1.036460418708487,0.2594528955737014,0.49210830649818843,0.2746630254524467,4931.087680240807,9208.49763788488,10385.675539840664,8698.554791265367,5110.877201750648,2389.1713760328216,31132,30623
z00,pi_p20,1,0.2,0.00013054586430356015,0.2000073481040523,0.9407082586717507,True,True,1.0000029352846844,0.9718597612280084,0.36907659159175427,0.7297064626685683,0.3837113313443524,0.7384717401034173,0.36907659159175427,0.7297064626685683,32.17991156224858,3592302.0256246985,33.455919419978166,3635452.971238116,12.347796708093922,2652813.527840102,525,16
z00,pi_p20,200,0.2,0.00013054586430356015,0.2000073481040523,0.9407082586717507,True,True,1.0000029352846844,0.9718597612280084,0.36907659159175427,0.7297064626685683,0.9951293454235056,0.9705489249250222,0.41216809078391875,0.7926718852230081,12.408232924574207,2733312.520072123,29.95815781034665,3346672.9138422348,12.347796708093922,2652813.527840102,3542,3033
z00,pi_p20,400,0.2,0.00013054586430356015,0.2000073481040523,0.9407082586717507,True,True,1.0000029352846844,0.9718597612280084,0.36907659159175427,0.7297064626685683,0.9951293454235056,0.9705489249250222,0.42605669834054444,0.8003978090277101,12.408232924574207,2733312.520072123,28.981580987196228,3314368.802511628,12.347796708093922,2652813.527840102,6587,6078
z00,pi_p20,600,0.2,0.00013054586430356015,0.2000073481040523,0.9407082586717507,True,True,1.0000029352846844,0.9718597612280084,0.36907659159175427,0.7297064626685683,0.9973699664414678,0.9711147618839027,0.42605669834054444,0.8003978090277101,12.380357463690052,2731719.907844679,28.981580987196228,3314368.802511628,12.347796708093922,2652813.527840102,9630,9121
z00,pi_p20,800,0.2,0.00013054586430356015,0.2000073481040523,0.9407082586717507,True,True,1.0000029352846844,0.9718597612280084,0.36907659159175427,0.7297064626685683,0.9977342636641701,0.9708457160328998,0.4808378971918832,0.8323942801680548,12.375837091879305,2732476.9363767826,25.679749412859632,3186967.511723551,12.347796708093922,2652813.527840102,12676,12167
z00,pi_p20,1000,0.2,0.00013054586430356015,0.2000073481040523,0.9407082586717507,True,True,1.0000029352846844,0.9718597612280084,0.36907659159175427,0.7297064626685683,0.9977342636641701,0.9708457160328998,0.4808378971918832,0.8323942801680548,12.375837091879305,2732476.9363767826,25.679749412859632,3186967.511723551,12.347796708093922,2652813.527840102,15719,15210
z00,pi_p20,1200,0.2,0.00013054586430356015,0.2000073481040523,0.9407082586717507,True,True,1.0000029352846844,0.9718597612280084,0.36907659159175427,0.7297064626685683,0.9977342636641701,0.9708457160328998,0.4808378971918832,0.8323942801680548,12.375837091879305,2732476.9363767826,25.679749412859632,3186967.511723551,12.347796708093922,2652813.527840102,18761,18252
z00,pi_p20,1400,0.2,0.00013054586430356015,0.2000073481040523,0.9407082586717507,True,True,1.0000029352846844,0.9718597612280084,0.36907659159175427,0.7297064626685683,0.9983418303931956,0.9712058399799837,0.4808378971918832,0.8323942801680548,12.368305456289214,2731463.7316171573,25.679749412859632,3186967.511723551,12.347796708093922,2652813.527840102,21804,21295
z00,pi_p20,1600,0.2,0.00013054586430356015,0.2000073481040523,0.9407082586717507,True,True,1.0000029352846844,0.9718597612280084,0.36907659159175427,0.7297064626685683,0.9983418303931956,0.9712058399799837,0.4808378971918832,0.8323942801680548,12.368305456289214,2731463.7316171573,25.679749412859632,3186967.511723551,12.347796708093922,2652813.527840102,24847,24338
z00,pi_p20,1800,0.2,0.00013054586430356015,0.2000073481040523,0.9407082586717507,True,True,1.0000029352846844,0.9718597612280084,0.36907659159175427,0.7297064626685683,0.9989541943322493,0.9710981277449527,0.4808378971918832,0.8323942801680548,12.360723622916268,2731766.7000351087,25.679749412859632,3186967.511723551,12.347796708093922,2652813.527840102,27894,27385
