iteration,z_variable,pi_source,corr_y_z,corr_y_pi,corr_y_over_pi_z_over_pi,Start_z_over_Vincent_z,Start_y_over_Vincent_y,ABC_z_over_Vincent_z,ABC_y_over_Vincent_y,Random_z_over_Vincent_z,Random_y_over_Vincent_y,evaluations_ABC,evaluations_Random
100,z_90,size_90,0.9000000000000001,0.8714416182858846,-0.5420575768862299,1.0,0.11834137018091379,1.0000018037050993,0.11834231010483244,1.0000000000000002,0.1183413701809139,3469,3469
150,z_00,equal,-1.376981811053447e-17,0.0,6.722437906588872e-18,1.0,0.14748629296613286,1.0000000000000024,0.14748629296613344,1.000000000000001,0.14748629296613322,5267,5267
150,z_00,size_80,-1.376981811053447e-17,0.7964686621946876,-0.019581006445603694,1.0,0.14812033674965344,1.000000000000001,0.14812033674965364,1.0000000000000007,0.14812033674965353,5227,5227
150,z_00,size_90,-1.376981811053447e-17,0.8714416182858846,0.0422758631115996,1.0,0.08662042629674561,1.0000000000000004,0.0866204262967457,1.0000000000000004,0.08662042629674566,5242,5242
150,z_80,equal,0.8000000000000002,0.0,0.8000000000000003,1.0,0.3544048071272349,1.0000000000000024,0.35440480712724093,1.0000000000000007,0.3544048071272371,5253,5253
150,z_80,size_80,0.8000000000000002,0.7964686621946876,-0.3338028997675349,1.0,0.12689401012515264,1.0000000000000004,0.12689401012515272,1.0000000000000002,0.1268940101251527,5239,5239
150,z_80,size_90,0.8000000000000002,0.8714416182858846,-0.5117759861486383,1.0,0.1014259500876925,1.0000000000000002,0.10142595008769249,1.0000000000000002,0.10142595008769255,5256,5256
150,z_90,equal,0.9000000000000001,0.0,0.9000000000000001,1.0,0.5306036730589279,1.000000000000002,0.530603673058941,1.0000000000000007,0.5306036730589289,5259,5259
150,z_90,size_80,0.9000000000000001,0.7964686621946876,-0.29463027700024136,1.0,0.12282751397679012,1.0000000000000004,0.12282751397679012,1.0000006771174779,0.1228282143398338,5269,5269
150,z_90,size_90,0.9000000000000001,0.8714416182858846,-0.5420575768862299,1.0,0.11834137018091379,1.0000020510195728,0.11834217951875034,1.0000000000000002,0.1183413701809139,5148,5148
200,z_00,equal,-1.376981811053447e-17,0.0,6.722437906588872e-18,1.0,0.14748629296613286,1.000000000000003,0.1474862929661338,1.000000000000001,0.14748629296613322,7016,7016
200,z_00,size_80,-1.376981811053447e-17,0.7964686621946876,-0.019581006445603694,1.0,0.14812033674965344,1.0000000000000013,0.14812033674965372,1.0000000000000007,0.14812033674965353,6967,6967
200,z_00,size_90,-1.376981811053447e-17,0.8714416182858846,0.0422758631115996,1.0,0.08662042629674561,1.0000000000000004,0.0866204262967457,1.0000000000000004,0.08662042629674566,6974,6974
200,z_80,equal,0.8000000000000002,0.0,0.8000000000000003,1.0,0.3544048071272349,1.000000000000003,0.3544048071272423,1.0000000000000007,0.3544048071272371,7003,7003
200,z_80,size_80,0.8000000000000002,0.7964686621946876,-0.3338028997675349,1.0,0.12689401012515264,1.0000000000000004,0.12689401012515272,1.0000000000000002,0.1268940101251527,6989,6989
200,z_80,size_90,0.8000000000000002,0.8714416182858846,-0.5117759861486383,1.0,0.1014259500876925,1.0000000000000002,0.10142595008769249,1.0000000000000004,0.10142595008769256,6994,6994
200,z_90,equal,0.9000000000000001,0.0,0.9000000000000001,1.0,0.5306036730589279,1.0000000000000024,0.5306036730589434,1.0000000000000007,0.5306036730589289,7024,7024
200,z_90,size_80,0.9000000000000001,0.7964686621946876,-0.29463027700024136,1.0,0.12282751397679012,1.0000000000000004,0.12282751397679012,1.0000006771174779,0.1228282143398338,7013,7013
200,z_90,size_90,0.9000000000000001,0.8714416182858846,-0.5420575768862299,1.0,0.11834137018091379,1.0000026496012158,0.11834347818908278,1.0000000000000004,0.11834137018091387,6822,6822
250,z_00,equal,-1.376981811053447e-17,0.0,6.722437906588872e-18,1.0,0.14748629296613286,1.000000000000004,0.14748629296613394,1.000000000000001,0.14748629296613322,8767,8767
250,z_00,size_80,-1.376981811053447e-17,0.7964686621946876,-0.019581006445603694,1.0,0.14812033674965344,1.0000000000000013,0.14812033674965372,1.0000000000000007,0.14812033674965353,8719,8719
250,z_00,size_90,-1.376981811053447e-17,0.8714416182858846,0.0422758631115996,1.0,0.08662042629674561,1.0000000000000007,0.08662042629674573,1.0000000000000004,0.08662042629674566,8703,8703
250,z_80,equal,0.8000000000000002,0.0,0.8000000000000003,1.0,0.3544048071272349,1.0000000000000033,0.3544048071272425,1.0000000000000007,0.3544048071272371,8761,8761
250,z_80,size_80,0.8000000000000002,0.7964686621946876,-0.3338028997675349,1.0,0.12689401012515264,1.0000000000000007,0.12689401012515278,1.0000000000000002,0.1268940101251527,8729,8729
250,z_80,size_90,0.8000000000000002,0.8714416182858846,-0.5117759861486383,1.0,0.1014259500876925,1.0000000000000004,0.10142595008769253,1.0000000000000004,0.10142595008769256,8737,8737
250,z_90,equal,0.9000000000000001,0.0,0.9000000000000001,1.0,0.5306036730589279,1.0000000000000024,0.5306036730589434,1.0000000000000009,0.530603673058931,8784,8784
250,z_90,size_80,0.9000000000000001,0.7964686621946876,-0.29463027700024136,1.0,0.12282751397679012,1.0000000000000004,0.12282751397679012,1.0000006771174779,0.1228282143398338,8743,8743
250,z_90,size_90,0.9000000000000001,0.8714416182858846,-0.5420575768862299,1.0,0.11834137018091379,1.0000028805847376,0.11834344648560222,1.0000000000000004,0.11834137018091387,8491,8491
