x,y
0.44804,0.81354
0.72592,0.7336
0.75471,0.72007
0.73571,0.7382
0.73486,0.72407
0.72734,0.73029
0.73201,0.7318
0.71,0.74151
0.73128,0.74291
0.74363,0.71784
0.73819,0.71734
0.43407,0.26131
0.4269,0.27536
0.46508,0.29556
0.42424,0.28724
0.47442,0.28241
0.47611,0.27946
0.45089,0.29814
0.44767,0.29615
0.44361,0.26239
0.46078,0.30733
0.14711,0.83232
0.19099,0.83871
0.16547,0.84834
0.14409,0.84905
0.17862,0.83509
0.17391,0.82164
0.15994,0.85358
0.16664,0.8167
0.15361,0.82604
0.17138,0.83495
0.19238,0.27729
0.20424,0.24848
0.22107,0.28156
0.23625,0.28098
0.1933,0.25823
0.20705,0.26017
0.22595,0.25817
0.20373,0.26238
0.18991,0.28733
0.23922,0.27131
0.9639,0.092873
0.92805,0.074334
0.92509,0.090148
0.94938,0.066715
0.96229,0.097159
0.95661,0.11876
0.93137,0.079261
0.94572,0.11934
0.96972,0.094298
0.96949,0.11556
0.29995,0.51888
0.27421,0.49577
0.30017,0.51508
0.2875,0.50643
0.30706,0.49414
0.29819,0.54626
0.28461,0.52524
0.30127,0.49821
0.30537,0.5096
0.28937,0.52113
0.85688,0.46939
0.81824,0.48697
0.84982,0.45962
0.85511,0.50491
0.83814,0.50142
0.85622,0.49994
0.82801,0.47516
0.83787,0.48196
0.85878,0.50076
0.82524,0.48276
0.20486,0.85911
0.18306,0.85115
0.21119,0.87682
0.19287,0.88782
0.18364,0.85637
0.207,0.8547
0.17605,0.85313
0.16956,0.85743
0.21057,0.84522
0.20663,0.87342
0.91346,0.34409
0.89839,0.34617
0.92051,0.33616
0.89968,0.3679
0.91406,0.33566
0.92463,0.36862
0.89755,0.38703
0.93053,0.36252
0.9162,0.3474
0.91636,0.36935
0.3834,0.82187
0.43034,0.82866
0.43933,0.81714
0.42867,0.82889
0.39194,0.82049
0.39525,0.82764
0.43295,0.81884
0.40922,0.82364
0.41544,0.82311
0.42001,0.79124
0.64972,0.10355
0.62532,0.14998
0.61373,0.13391
0.6577,0.12082
0.61357,0.10803
0.639,0.096875
0.63504,0.14821
0.64407,0.14747
0.63765,0.14244
0.65306,0.13004
0.68692,0.1499
0.70254,0.1194
0.68826,0.12349
0.69299,0.15216
0.66306,0.14596
0.66983,0.12689
0.6921,0.13872
0.69969,0.13396
0.68995,0.14583
0.68068,0.13388
0.43065,0.7726
0.39914,0.73234
0.42688,0.77984
0.40462,0.75771
0.41149,0.75076
0.41368,0.74235
0.42258,0.74216
0.39269,0.75968
0.39504,0.75867
0.40881,0.76475
0.86849,0.80064
0.87945,0.85184
0.87138,0.82333
0.85673,0.80636
0.86376,0.81502
0.85405,0.83626
0.86792,0.81712
0.85723,0.83056
0.85596,0.81074
0.8897,0.81486
0.085756,0.35774
0.096545,0.3586
0.098751,0.40514
0.11499,0.37899
0.099418,0.38877
0.11688,0.37206
0.11536,0.35467
0.089998,0.395
0.1105,0.4003
0.10545,0.39726
0.51081,0.12253
0.49687,0.14363
0.48107,0.1244
0.51977,0.14028
0.48107,0.11527
0.48552,0.14948
0.5042,0.13302
0.50303,0.1483
0.47258,0.14232
0.49591,0.13766
0.27571,0.83185
0.29248,0.81972
0.24941,0.81298
0.30387,0.82059
0.28256,0.83364
0.25961,0.82073
0.29176,0.80176
0.28311,0.80437
0.27874,0.85006
0.24788,0.8166
0.36816,0.16111
0.37982,0.1533
0.38574,0.15823
0.38034,0.12432
0.38995,0.14836
0.35947,0.16927
0.35716,0.13909
0.39005,0.14472
0.3641,0.1572
0.38342,0.16101
0.70901,0.14873
0.73144,0.13066
0.73815,0.14715
0.71859,0.15943
0.71823,0.16491
0.74437,0.15868
0.72781,0.1472
0.71671,0.16
0.72076,0.16174
0.71906,0.16745
0.37265,0.43521
0.38241,0.43348
0.36508,0.43305
0.35565,0.44518
0.37885,0.40775
0.38718,0.41509
0.3875,0.44564
0.35641,0.43737
0.36744,0.40978
0.35706,0.42878
0.61401,0.079448
0.60457,0.087216
0.62156,0.073547
0.61693,0.076699
0.64163,0.070483
0.59649,0.094715
0.61592,0.045225
0.64286,0.068966
0.62034,0.063285
0.60369,0.094255
0.91286,0.18051
0.92113,0.16208
0.91847,0.13939
0.93615,0.14855
0.94474,0.16561
0.93188,0.16648
0.93138,0.14658
0.92652,0.14955
0.93691,0.17574
0.90451,0.14341
0.41383,0.082607
0.41666,0.071573
0.41001,0.073137
0.41452,0.070793
0.40373,0.067294
0.43173,0.072506
0.41966,0.037733
0.42886,0.060898
0.42588,0.059203
0.42329,0.071579
0.084155,0.42797
0.10772,0.42215
0.091934,0.43485
0.12721,0.41208
0.10633,0.43333
0.084681,0.42505
0.10633,0.43432
0.11409,0.41071
0.12825,0.41061
0.10377,0.43258
0.11804,0.49628
0.14314,0.46999
0.11395,0.46121
0.09832,0.49045
0.11972,0.4976
0.11678,0.47454
0.14773,0.47773
0.12669,0.47762
0.12382,0.47639
0.12245,0.48062
0.24293,0.11354
0.23028,0.12997
0.24091,0.12815
0.25413,0.1442
0.24402,0.1293
0.22032,0.11056
0.22242,0.14504
0.20598,0.12552
0.25689,0.11951
0.20965,0.13546
0.29764,0.22703
0.33295,0.23527
0.29297,0.22607
0.30748,0.2405
0.30516,0.24488
0.32241,0.24205
0.32914,0.24338
0.2826,0.23363
0.32481,0.23826
0.29692,0.26989
0.37087,0.73366
0.38654,0.71366
0.36701,0.74154
0.36752,0.7167
0.38371,0.75782
0.38506,0.74757
0.40775,0.75749
0.40695,0.71271
0.38625,0.74337
0.37557,0.7107
0.82464,0.21419
0.81958,0.22672
0.8025,0.24088
0.81129,0.21239
0.78684,0.20402
0.81497,0.23162
0.81402,0.20101
0.80865,0.24243
0.82239,0.23114
0.81203,0.20495
0.14889,0.44466
0.11563,0.46696
0.10394,0.46057
0.14982,0.45902
0.11424,0.47197
0.13297,0.46138
0.12174,0.42965
0.103,0.46678
0.12426,0.4268
0.12807,0.4428
