case_name,eval_count,source,valid,eff_z,eff_y,z_over_vincent,y_over_vincent,d_K_from_vincent,diag_error,accepted_rotations,last_theta,last_pair,d_omega_from_vincent,d_rho_from_vincent
CS82_N30_n5,22,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0970007721236243,0.00010296666666664844,,,None,,
CS82_N30_n5,23,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0977678561358673,2.306666666665458e-05,,,None,,
CS82_N30_n5,24,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09913518600178321,0.0002078666666666673,,,None,,
CS82_N30_n5,25,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09391253863143827,0.0004880666666666478,,,None,,
CS82_N30_n5,26,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09581403660991449,0.00019456666666664568,,,None,,
CS82_N30_n5,27,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0987327716355214,6.633333333339042e-06,,,None,,
CS82_N30_n5,28,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09654808795637577,3.563333333334029e-05,,,None,,
CS82_N30_n5,29,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09518805969481152,1.7633333333350043e-05,,,None,,
CS82_N30_n5,30,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09720949591142956,0.00010336666666665995,,,None,,
CS82_N30_n5,31,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09823062370931805,0.0002078666666666673,,,None,,
CS82_N30_n5,32,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09691397924593131,0.00022363333333333402,,,None,,
CS82_N30_n5,33,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09761714099100498,9.46666666665208e-06,,,None,,
CS82_N30_n5,34,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09783114148100625,8.75666666666497e-05,,,None,,
CS82_N30_n5,35,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09855919386313444,7.2333333333562955e-06,,,None,,
CS82_N30_n5,36,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09732832820602856,3.5466666666650326e-05,,,None,,
CS82_N30_n5,37,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09780423923461014,0.0004414666666666678,,,None,,
CS82_N30_n5,38,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09497228622764282,5.136666666666345e-05,,,None,,
CS82_N30_n5,39,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09802122553477752,0.0002651666666666497,,,None,,
CS82_N30_n5,40,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09614381514515086,2.383333333333404e-05,,,None,,
CS82_N30_n5,41,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09759614821362277,8.966666666665457e-06,,,None,,
CS82_N30_n5,42,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09491317864304614,0.00041496666666665516,,,None,,
CS82_N30_n5,43,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09544719545331672,6.606666666666983e-05,,,None,,
CS82_N30_n5,44,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09180578051684316,2.1533333333351168e-05,,,None,,
CS82_N30_n5,45,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09231828013210013,7.99666666666532e-05,,,None,,
CS82_N30_n5,46,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09638842634514552,4.233333333333866e-05,,,None,,
CS82_N30_n5,47,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09689162776179105,8.166666666664657e-05,,,None,,
CS82_N30_n5,48,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.090280563248495,9.123333333332928e-05,,,None,,
CS82_N30_n5,49,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09476988164823305,9.066666666668333e-06,,,None,,
CS82_N30_n5,50,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09039947367942379,4.85666666666662e-05,,,None,,
CS82_N30_n5,51,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09247111719740903,4.943333333334854e-05,,,None,,
CS82_N30_n5,52,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09406188242813567,0.0002543666666666444,,,None,,
CS82_N30_n5,53,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09762742702949252,0.00017896666666666894,,,None,,
CS82_N30_n5,54,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09484786916350044,0.0001253333333333384,,,None,,
CS82_N30_n5,55,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09666652830315077,6.856666666665845e-05,,,None,,
CS82_N30_n5,56,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0960876168798565,0.00011246666666664407,,,None,,
CS82_N30_n5,57,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09163137142797302,0.00018696666666664918,,,None,,
CS82_N30_n5,58,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09550624249520538,6.443333333333578e-05,,,None,,
CS82_N30_n5,59,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09365148048419149,0.002527133333333348,,,None,,
CS82_N30_n5,60,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09410167153808045,0.0001399666666666577,,,None,,
CS82_N30_n5,61,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09564294863805471,0.00011203333333334453,,,None,,
CS82_N30_n5,62,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.096500932251403,0.00020236666666664793,,,None,,
CS82_N30_n5,63,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09690324332279805,5.6633333333333535e-05,,,None,,
CS82_N30_n5,64,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09739177010161988,4.7766666666670954e-05,,,None,,
CS82_N30_n5,65,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09417097406818502,5.063333333335529e-05,,,None,,
CS82_N30_n5,66,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09479578519714378,0.00019796666666666018,,,None,,
CS82_N30_n5,67,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0911020581866117,4.413333333333491e-05,,,None,,
CS82_N30_n5,68,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09661912720775834,1.926666666665633e-05,,,None,,
CS82_N30_n5,69,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09915505445460676,0.0002943333333333409,,,None,,
CS82_N30_n5,70,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09734076311917907,2.0933333333333914e-05,,,None,,
CS82_N30_n5,71,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09752487015261653,8.166666666664657e-05,,,None,,
CS82_N30_n5,72,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09659510064343496,5.27666666666482e-05,,,None,,
CS82_N30_n5,73,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09451210812900947,9.526666666664907e-05,,,None,,
CS82_N30_n5,74,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09457718996156242,2.9733333333337164e-05,,,None,,
CS82_N30_n5,75,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0961596007144416,3.733333333333366e-05,,,None,,
CS82_N30_n5,76,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09535395001910979,5.0066666666653825e-05,,,None,,
CS82_N30_n5,77,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09518369286583535,3.353333333333541e-05,,,None,,
CS82_N30_n5,78,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09692376373721319,9.753333333334391e-05,,,None,,
CS82_N30_n5,79,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.10026679905589922,0.00011626666666667007,,,None,,
CS82_N30_n5,80,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0933359771579517,2.7133333333345666e-05,,,None,,
CS82_N30_n5,81,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0966675703788237,3.3933333333346916e-05,,,None,,
CS82_N30_n5,82,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09702846719289411,7.873333333333066e-05,,,None,,
CS82_N30_n5,83,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09867983944600865,8.35333333333299e-05,,,None,,
CS82_N30_n5,84,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.10087085277478684,0.00012443333333334028,,,None,,
CS82_N30_n5,85,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.10148991737029736,2.3733333333331164e-05,,,None,,
CS82_N30_n5,86,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0961191328462719,6.606666666666983e-05,,,None,,
CS82_N30_n5,87,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09896881521620515,4.536666666665745e-05,,,None,,
CS82_N30_n5,88,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09755369022179959,4.87666666666442e-05,,,None,,
CS82_N30_n5,89,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09825706313549318,5.7666666666650324e-05,,,None,,
CS82_N30_n5,90,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09909555795982197,0.0001151666666666662,,,None,,
CS82_N30_n5,91,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09588308017749315,8.066666666664557e-05,,,None,,
CS82_N30_n5,92,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09334465574079322,8.13333333335442e-06,,,None,,
CS82_N30_n5,93,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09511425293751684,3.703333333335279e-05,,,None,,
CS82_N30_n5,94,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09810791294348163,7.866666666661581e-06,,,None,,
CS82_N30_n5,95,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09899097685158473,7.616666666665495e-05,,,None,,
CS82_N30_n5,96,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09458405808342776,2.546666666666808e-05,,,None,,
CS82_N30_n5,97,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.10023571509759863,6.713333333333016e-05,,,None,,
CS82_N30_n5,98,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09587470970053613,9.51666666666462e-05,,,None,,
CS82_N30_n5,99,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09554920156473076,2.9666666666594566e-06,,,None,,
CS82_N30_n5,100,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09430827220021333,0.00024276666666664393,,,None,,
CS82_N30_n5,101,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09185587011486376,5.513333333334591e-05,,,None,,
CS82_N30_n5,102,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09438580660735062,4.7266666666656576e-05,,,None,,
CS82_N30_n5,103,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0953806588653228,0.00012326666666664932,,,None,,
CS82_N30_n5,104,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09407881432444122,0.00010933333333335016,,,None,,
CS82_N30_n5,105,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09528823069432255,5.57666666666512e-05,,,None,,
CS82_N30_n5,106,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09621836976657523,1.6533333333346167e-05,,,None,,
CS82_N30_n5,107,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09746240943242948,6.253333333333666e-05,,,None,,
CS82_N30_n5,108,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09872877061374291,0.0005989333333333291,,,None,,
CS82_N30_n5,109,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09521133556699603,4.393333333332916e-05,,,None,,
CS82_N30_n5,110,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09545812292733867,0.00013063333333335203,,,None,,
CS82_N30_n5,111,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09702953948406184,1.6333333333340416e-05,,,None,,
CS82_N30_n5,112,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.10093110799608117,3.6533333333338414e-05,,,None,,
CS82_N30_n5,113,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09054374404008063,2.8233333333349542e-05,,,None,,
CS82_N30_n5,114,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09528761530016351,8.823333333335404e-05,,,None,,
CS82_N30_n5,115,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09744803621317927,3.8733333333346165e-05,,,None,,
CS82_N30_n5,116,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09385838752861292,7.83666666666627e-05,,,None,,
CS82_N30_n5,117,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09715293246574513,1.2633333333345043e-05,,,None,,
CS82_N30_n5,118,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09640834937461634,5.11666666666577e-05,,,None,,
CS82_N30_n5,119,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09921674546003541,3.563333333334029e-05,,,None,,
CS82_N30_n5,120,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.10024037630862113,9.933333333350669e-06,,,None,,
CS82_N30_n5,121,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09012738989373753,8.626666666666782e-05,,,None,,
CS82_N30_n5,122,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0955582097966914,6.766666666666032e-05,,,None,,
CS82_N30_n5,123,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0948772119618801,1.8133333333336665e-05,,,None,,
CS82_N30_n5,124,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09748253745370593,0.00011036666666666695,,,None,,
CS82_N30_n5,125,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09893899764563159,2.483333333333504e-05,,,None,,
CS82_N30_n5,126,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0967238795900931,1.3166666666647453e-05,,,None,,
CS82_N30_n5,127,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09681901198493756,1.523333333333654e-05,,,None,,
CS82_N30_n5,128,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09517001513650616,0.00013203333333333678,,,None,,
CS82_N30_n5,129,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0984989652058499,2.7433333333354293e-05,,,None,,
CS82_N30_n5,130,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0960484651889971,3.866666666665908e-05,,,None,,
CS82_N30_n5,131,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.0941184391478222,6.783333333335029e-05,,,None,,
CS82_N30_n5,132,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09501489611759562,0.00021523333333334227,,,None,,
CS82_N30_n5,133,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09450296730865775,4.71666666666537e-05,,,None,,
CS82_N30_n5,134,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.093107738236169,8.766666666665257e-05,,,None,,
CS82_N30_n5,135,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09446386327352758,6.753333333334166e-05,,,None,,
CS82_N30_n5,136,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09891619457977806,3.336666666664545e-05,,,None,,
CS82_N30_n5,137,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09952538528112442,0.00027826666666666555,,,None,,
CS82_N30_n5,138,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09711183964285425,0.00015943333333334753,,,None,,
CS82_N30_n5,139,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09834487004803674,0.00037023333333333075,,,None,,
CS82_N30_n5,140,Global_CaDsd_init,False,0.0,0.0,0.0,0.0,0.09138311944622567,0.00010796666666665344,,,None,,
CS82_N30_n5,141,Global_CaDsd_fill,False,0.0,0.0,0.0,0.0,0.09362682696689474,7.663333333335354e-05,,,None,,
CS82_N30_n5,142,Global_CaDsd_fill,False,0.0,0.0,0.0,0.0,0.09500367456986593,2.503333333334079e-05,,,None,,
CS82_N30_n5,143,Vincent_K_local_fill,True,11.053317879546888,1.4294315536511544,0.9999999881565959,0.9999999969092942,0.0010428357517487683,1.5057314561861546e-09,3.0,0.029101309827661258,"(2, 3)",,
CS82_N30_n5,144,Global_CaDsd_fill,False,0.0,0.0,0.0,0.0,0.0946238118308045,6.566666666651955e-06,,,None,,
CS82_N30_n5,145,Global_CaDsd_fill,False,0.0,0.0,0.0,0.0,0.09842157457855029,6.733333333341918e-06,,,None,,
CS82_N30_n5,146,Vincent_K_local_fill,True,11.053218381205193,1.4294284835009472,0.9999909864847357,0.9999978490973267,0.0006078147224361027,1.5057314561861546e-09,3.0,0.02640459656239541,"(12, 16)",,
CS82_N30_n5,147,Global_CaDsd_fill,False,0.0,0.0,0.0,0.0,0.09395389077638132,0.00024396666666665068,,,None,,
CS82_N30_n5,148,Vincent_K_local_fill,True,11.052908209531262,1.4294306845636267,0.9999629250760586,0.999999388914093,0.0005232943107734465,1.5057314561861546e-09,3.0,-0.003525370228248617,"(14, 16)",,
CS82_N30_n5,149,Global_CaDsd_fill,False,0.0,0.0,0.0,0.0,0.09206520356958253,6.963333333334654e-05,,,None,,
CS82_N30_n5,150,Global_CaDsd_fill,False,0.0,0.0,0.0,0.0,0.09627363232939772,6.716666666664595e-05,,,None,,
CS82_N30_n5,151,Vincent_K_local_fill,True,11.05326769895506,1.4294317507833494,0.999995448289763,1.0000001348187966,0.000731717899718674,1.5057314561861546e-09,3.0,-0.02883415939525049,"(24, 25)",,
CS82_N30_n5,152,Vincent_K_local_fill,True,11.052470723433844,1.4295243392868344,0.999923345458698,1.0000649077720467,0.0011337565009888857,1.5057314839417302e-09,3.0,0.027505769355056088,"(6, 14)",,
CS82_N30_n5,153,Vincent_K_local_fill,True,11.048973846772203,1.4293583830423828,0.9996069810278245,0.999948808303335,0.0007835877629117189,1.5057314561861546e-09,3.0,0.010886010926251147,"(26, 29)",,
CS82_N30_n5,154,Vincent_K_local_fill,True,11.052728731842983,1.4294206408993242,0.9999466876269858,0.9999923625795716,0.00030606664634854914,1.5057314561861546e-09,3.0,0.008238721611976946,"(2, 5)",,
CS82_N30_n5,155,Global_CaDsd_fill,False,0.0,0.0,0.0,0.0,0.09793989972353158,6.786666666666608e-05,,,None,,
CS82_N30_n5,156,Vincent_K_local_fill,True,11.047527284136514,1.42972212935871,0.9994761096791199,1.0002032775112337,0.0014190398395299887,1.5057314561861546e-09,3.0,0.036095963546806935,"(10, 13)",,
CS82_N30_n5,157,Global_CaDsd_fill,False,0.0,0.0,0.0,0.0,0.09753577099394556,0.00010333333333334416,,,None,,
CS82_N30_n5,158,Global_CaDsd_fill,False,0.0,0.0,0.0,0.0,0.09514431007432902,0.00018056666666665944,,,None,,
CS82_N30_n5,159,Global_CaDsd_fill,False,0.0,0.0,0.0,0.0,0.09476121788177545,2.583333333333604e-05,,,None,,
CS82_N30_n5,160,Vincent_K_local_fill,True,11.053279289546756,1.4294310230552094,0.9999964968972206,0.999999625715625,0.000996161371241039,1.5057314561861546e-09,3.0,0.005884061207203997,"(9, 16)",,
CS82_N30_n5,161,Global_CaDsd_fill,False,0.0,0.0,0.0,0.0,0.09577530041289642,0.00011613333333335141,,,None,,
CS82_N30_n5,162,Global_CaDsd_fill,False,0.0,0.0,0.0,0.0,0.09599093268964413,3.536666666664745e-05,,,None,,
CS82_N30_n5,163,Vincent_K_local_fill,True,11.053317879546892,1.4294315536511546,0.9999999881565962,0.9999999969092943,0.0014985922121159405,1.5057314561861546e-09,3.0,0.026428475935783294,"(18, 22)",,
CS82_N30_n5,164,ABC_K_local_candidate,True,10.982899145312903,1.4291266325246077,0.993629165009431,0.9997866805564927,0.004147577840977797,1.5057314561861546e-09,4.0,0.0676515884471554,"(2, 9)",,
CS82_N30_n5,165,ABC_K_local_candidate,True,11.00192385685019,1.4291951595611585,0.9953503415393464,0.9998346206178156,0.004519924357101026,1.5057314561861546e-09,4.0,-0.08718242500819134,"(10, 17)",,
CS82_N30_n5,166,ABC_K_local_candidate,True,11.02341243848245,1.4292910236068053,0.9972944258054404,0.9999016850708883,0.0040760409713964324,1.5057314561861546e-09,4.0,0.01491553164480042,"(1, 8)",,
CS82_N30_n5,167,ABC_K_local_candidate,True,11.005439221393862,1.42954126659015,0.9956683785794774,1.0000767497544207,0.003804019262242469,1.5057314561861546e-09,4.0,-0.07624986146540078,"(1, 5)",,
CS82_N30_n5,168,ABC_K_local_candidate,True,11.04739344872744,1.4292520407545424,0.9994640015131424,0.9998744134942655,0.0036192389719288966,1.5057314561861546e-09,4.0,0.0766532303554559,"(18, 19)",,
CS82_N30_n5,169,ABC_K_local_candidate,True,11.032887236378574,1.4288352215952524,0.9981516161881979,0.9995828156510971,0.0032130352612922035,1.5057314561861546e-09,4.0,0.07750676679124469,"(24, 27)",,
CS82_N30_n5,170,ABC_K_local_candidate,True,11.021515248158979,1.4288697266085104,0.9971227859121814,0.9996069546265263,0.003267089226818484,1.5057314561861546e-09,4.0,0.027702585650908624,"(13, 15)",,
CS82_N30_n5,171,ABC_K_local_candidate,True,10.9263593543731,1.4292897441109094,0.9885139777972003,0.9999007899626975,0.0067272686710777236,1.5057314561861546e-09,4.0,-0.03918304226711279,"(25, 27)",,
CS82_N30_n5,172,ABC_Global_CaDsd_jump,False,0.0,0.0,0.0,0.0,0.09515541818452991,6.626666666664782e-05,,,None,,
CS82_N30_n5,173,ABC_K_local_candidate,True,10.905475123396846,1.4267205383412733,0.986624569480485,0.9981034280987223,0.004709049062850864,1.5057314561861546e-09,4.0,0.07056570593638067,"(9, 12)",,
CS82_N30_n5,174,ABC_K_local_candidate,True,10.7298280220059,1.4279008580818924,0.9707336757936488,0.9989291547548579,0.005652519871706961,1.5057314561861546e-09,4.0,0.12241310587159011,"(5, 12)",,
CS82_N30_n5,175,ABC_K_local_candidate,True,11.000014707512188,1.4267852599890583,0.9951776197072054,0.9981487059907763,0.005626278313359642,1.5057314561861546e-09,4.0,-0.020976677425431654,"(8, 9)",,
CS82_N30_n5,176,ABC_Global_CaDsd_jump,False,0.0,0.0,0.0,0.0,0.09805783134505272,0.0001035666666666657,,,None,,
CS82_N30_n5,177,ABC_K_local_candidate,True,11.050881665554279,1.4294541012940936,0.99977958248381,1.0000157707620623,0.003316691766967154,1.5057314561861546e-09,4.0,0.1261865744122223,"(6, 9)",,
CS82_N30_n5,178,ABC_K_local_candidate,True,11.021889176795014,1.4294915882672967,0.9971566154496725,1.0000419958534223,0.002735275760232768,1.5057314561861546e-09,4.0,-0.027517276503624316,"(3, 5)",,
CS82_N30_n5,179,ABC_K_local_candidate,True,11.02060395204491,1.4289478722171352,0.9970403404317196,0.9996616236368637,0.002594516202174513,1.5057314561861546e-09,4.0,-0.06450489455306156,"(0, 11)",,
CS82_N30_n5,180,ABC_K_local_candidate,True,11.048015326117806,1.4293121870832672,0.9995202631161992,0.999916490590147,0.001558317067395401,1.5057314561861546e-09,4.0,0.029888709182401094,"(4, 5)",,
