Population,Probability,Method,n,N,Dm,Ds,Vm,Vs,Mm,Ms,Lm,Ls
Clustered,Unequal,LPV,32.0,144.0,0.0161967987513421,0.0604088304113426,0.1749020383197922,0.0443022382683493,-0.3418445066937491,0.0729481317510785,0.2991970094109962,0.2343285400838576
Clustered,Unequal,MAX,4.0,144.0,-0.2062283488597709,0.3554763929435701,0.2969059919918236,0.2036215449022742,-0.0714998095264285,0.1139921649828445,0.796698269921326,0.7585650585130937
Clustered,Unequal,MAX,8.0,144.0,-0.1359059459184348,0.3105137902149323,0.4323841418110865,0.2758185550995812,-0.0441550365587052,0.1071747121198574,0.6236962148165144,0.5459331749570642
Clustered,Unequal,MAX,16.0,144.0,-0.0749561743558278,0.2366112497019218,0.4720193172942377,0.2097157424563661,-0.0269137468522946,0.1028370852670332,0.4638434605484758,0.3238889663839278
Clustered,Unequal,MAX,32.0,144.0,-0.0123168538323205,0.1669331412621707,0.4157903892824052,0.1442220616231021,-0.016091311676125,0.1035416020835822,0.3453437866601245,0.2254576536129799
Clustered,Unequal,SCP,4.0,144.0,0.0657166193062862,0.2699650904778002,0.1405014355922762,0.0772592197252517,-0.2263817778677689,0.0971548003262492,0.6760840850416787,0.8135518224234382
Clustered,Unequal,SCP,8.0,144.0,0.0227908388656752,0.1603923578819913,0.1608816421848085,0.0760759878996713,-0.2597185375603127,0.0802851157307636,0.5209169401752245,0.5821370554236964
Clustered,Unequal,SCP,16.0,144.0,-0.0024207039906492,0.103710140056508,0.2061447588505713,0.0666383878950194,-0.294641603390197,0.0712189117440802,0.3983676855270991,0.3264829589250307
Clustered,Unequal,SCP,32.0,144.0,0.0167671495551721,0.0585553879804234,0.1791329851067843,0.0468999842711935,-0.3553592843202984,0.0737627099221088,0.3008953845918798,0.235324107425805
Clustered,Unequal,WAV,4.0,144.0,0.0692590251300383,0.2574235746868098,0.1472684601756266,0.0818217180651228,-0.3038408969397785,0.1349768521947619,0.6480470745695684,0.7533387132374483
Clustered,Unequal,WAV,8.0,144.0,0.0175259991386631,0.1421764191173714,0.1588039513461341,0.0688136266592777,-0.3615856747627384,0.0823518459340697,0.5101855182643619,0.5347107822796743
Clustered,Unequal,WAV,16.0,144.0,-0.0068015150775918,0.1120190947383804,0.2209228164109224,0.0672814569031725,-0.464191988465309,0.062259833014368,0.4004681626095566,0.3412609723389854
Clustered,Unequal,WAV,32.0,144.0,0.0160450899215054,0.071624740666149,0.1739834470136516,0.0394085381601587,-0.562443386743067,0.0525852887842005,0.2930717026523842,0.2225230815595721
Gridded,Equal,LPV,4.0,144.0,-0.0838407064282488,0.2802690213866269,0.1068652863511655,0.0793397724726605,-0.2031143442244308,0.0950552346460453,0.3709134834352783,0.1031294494626241
Gridded,Equal,LPV,8.0,144.0,0.0206377473828466,0.2238165542116012,0.0921504655349794,0.0487159810359496,-0.2542696587117243,0.0849843790340497,0.2236504986101943,0.0509297879676511
Gridded,Equal,LPV,16.0,144.0,0.0135753837964208,0.1451529185928012,0.0895505306927298,0.0317959967825944,-0.3264672753392124,0.0787112542158654,0.1445674439118897,0.0253215583652226
Gridded,Equal,LPV,32.0,144.0,-0.0211990386078012,0.0796232084155164,0.097115920781893,0.0246794360421141,-0.3731801498967195,0.0723404084785423,0.1003629398677536,0.0129363137352714
Gridded,Equal,MAX,4.0,144.0,-0.3467577149405886,0.3297638340452234,0.2321234235682432,0.1893122600436554,-0.0701194154714638,0.1117449286042411,0.4954459783455184,0.1525312475765267
Gridded,Equal,MAX,8.0,144.0,-0.2449994386656403,0.2996624145483141,0.2763684906550068,0.1788396384848981,-0.0430176669140196,0.110130553036332,0.3436598072105067,0.0903632161115379
Gridded,Equal,MAX,16.0,144.0,-0.1523648342266702,0.2509371765944429,0.287032872942387,0.1416599771335059,-0.0275741006371574,0.1131065172290353,0.2406694042158783,0.0529336695358922
Gridded,Equal,MAX,32.0,144.0,-0.0902784369266536,0.171388794999708,0.260989752229081,0.0934693590188728,-0.0181221197310616,0.1156752711313199,0.1612653075011802,0.0285697791650342
Gridded,Equal,SCP,4.0,144.0,-0.0340761756925304,0.2637667938916795,0.0955200242198213,0.0707747212472973,-0.2427918470694856,0.0809879354149247,0.3547156269112413,0.102534179238797
Gridded,Equal,SCP,8.0,144.0,0.0401797042096689,0.2028966534743148,0.0764896347736626,0.0405840605344829,-0.3129124361035782,0.0707557615226323,0.2081105683997736,0.0478505906194666
Gridded,Equal,SCP,16.0,144.0,0.0208452789165198,0.1324205265996914,0.0743567772633745,0.026289819396384,-0.4054018553032365,0.0580325383796228,0.1341170986903636,0.023100465727334
Gridded,Equal,SCP,32.0,144.0,-0.022084555018612,0.0729516759240076,0.0861607570301783,0.0214483751307048,-0.4671438762246482,0.0531275065288145,0.0951447008179773,0.0120045405418621
Gridded,Equal,WAV,4.0,144.0,0.0433757228737411,0.2258282417269293,0.0986508530521258,0.0675426458488067,-0.3224647514807146,0.1037285909855703,0.3500969283174481,0.1023411194363403
Gridded,Equal,WAV,8.0,144.0,0.0645018873751135,0.1741783610579274,0.0695699609910837,0.0364400214276149,-0.4017526523912594,0.0754583546898712,0.2016631770955606,0.0466265576442012
Gridded,Equal,WAV,16.0,144.0,0.0226945134270127,0.1050403076931272,0.0551689643347051,0.0271922396322488,-0.5671732726467225,0.1239175751871539,0.1180201405395282,0.0325771533135814
Gridded,Equal,WAV,32.0,144.0,-0.0246129224500023,0.0643769100687102,0.0672486882716049,0.0158825886839957,-0.6044414484304579,0.044244263797604,0.0865807109027777,0.0102457596033875
Gridded,Unequal,LPV,4.0,144.0,-0.0514798245144944,0.2702716917980169,0.1131043736002094,0.0855146559708519,-0.203665102139967,0.0509396358026447,0.7386233582023501,1.3160584270623346
Gridded,Unequal,LPV,8.0,144.0,0.0964536130261374,0.2151890003511736,0.1060836155570213,0.053087657661757,-0.2709793696805532,0.0624490380797675,0.4727495259798855,1.0075160156881195
Gridded,Unequal,LPV,16.0,144.0,-0.0002779140522108,0.1443101774906406,0.0970362267351885,0.0345227211053115,-0.3102315494669075,0.0634660567618703,0.524167801461337,1.5
Gridded,Unequal,LPV,32.0,144.0,-0.028131131617042,0.090987293929774,0.1275309531546351,0.0333255369109728,-0.2764679476005841,0.0851132514152262,0.4189916610766583,1.1033592451520189
Gridded,Unequal,MAX,4.0,144.0,-0.3404794619082124,0.3344843592328167,0.2456467944388921,0.2035344088542554,-0.0600591049036417,0.125319610812589,0.8612744447964599,1.389099193644603
Gridded,Unequal,MAX,8.0,144.0,-0.1557582956269699,0.3293149861449646,0.2985876999625107,0.1864886107456776,-0.0431755114565531,0.1188682592966161,0.5654930032272548,0.8789037763447496
Gridded,Unequal,MAX,16.0,144.0,-0.1525175237064377,0.2523386091973534,0.2949753211611678,0.138247136576838,-0.023005398351713,0.1298746847178905,0.5584425238493126,0.6431781609817133
Gridded,Unequal,MAX,32.0,144.0,-0.0886972789495599,0.1757022545064568,0.2869278356103917,0.0958165058142775,-0.0127681844134206,0.1033903004056561,0.4409316569012855,0.8108175117160032
Gridded,Unequal,SCP,4.0,144.0,-0.0254614163790707,0.2744444547259245,0.1002856868206593,0.0808133535931217,-0.2101456144658892,0.0515414439777443,0.8896193183082236,1.5
Gridded,Unequal,SCP,8.0,144.0,0.1066447772571573,0.209819993439686,0.093608964682432,0.0480770639321509,-0.2853716918711367,0.0596159355539099,0.4782127100044219,1.1255290243861509
Gridded,Unequal,SCP,16.0,144.0,0.0046561224607433,0.1413980222663017,0.0879305844155756,0.0318285539221857,-0.3225120910138814,0.0648406492973973,0.4885621088550987,0.636310577110675
Gridded,Unequal,SCP,32.0,144.0,-0.028999028696016,0.0849500551117773,0.1179770593104307,0.03125371587775,-0.329939884617748,0.0764543021145575,0.4100120242364068,1.0734146213731426
Gridded,Unequal,WAV,4.0,144.0,0.0420135419009594,0.2475393878449847,0.1064570960407476,0.0786626642895866,-0.2234755312509806,0.0506716314778616,0.8849928452996857,1.5
Gridded,Unequal,WAV,8.0,144.0,0.1221646311858969,0.1819703062362271,0.0951173576845747,0.0474064577530301,-0.3278705721008299,0.0547582784827462,0.4874945099247151,0.988677592347857
Gridded,Unequal,WAV,16.0,144.0,-0.0127817280546352,0.1201051080411774,0.0873723468769385,0.0305591326601097,-0.3877685453592248,0.0443709209789896,0.5069454452586989,1.2419530610393212
Gridded,Unequal,WAV,32.0,144.0,-0.0327894616559202,0.0812453554170519,0.1071074090106042,0.0260633837786496,-0.460074971675274,0.054671955024764,0.4145762743607868,1.19129696761995
meuse,Equal,GMS,5.0,155.0,0.0855959449136825,0.0576624842956758,0.0711355921691214,0.0463454618414299,-0.4080402689077337,0.0899627815896462,0.3377078371124404,0.1266862661328937
meuse,Equal,GMS,10.0,155.0,0.0458121870743379,0.0746322287258584,0.0798026410073941,0.0504563606539876,-0.4873384958189778,0.0750673593432682,0.2047377933943593,0.0773024758202434
meuse,Equal,GMS,20.0,155.0,0.0277858556658114,0.0429768296659945,0.0935101914869368,0.0294948088833543,-0.5908170041878114,0.0619620131982425,0.1418072325486726,0.0296517849129701
meuse,Equal,LPV,5.0,155.0,0.071870513263712,0.1858198336379181,0.1171840166493234,0.0708127147102102,-0.2207129955841634,0.0925789070144493,0.3813558059313901,0.1203672236680481
meuse,Equal,LPV,10.0,155.0,0.0457874258247885,0.1011591767388091,0.1217589594172734,0.0579991762348036,-0.2787367699300059,0.0836327659201512,0.2382617434392697,0.0678505878373868
meuse,Equal,LPV,20.0,155.0,0.0265012317745443,0.0555374799515063,0.1263414776274712,0.0402453317501804,-0.3501582122210915,0.0758045792689322,0.1593091564452965,0.0301955621472923
meuse,Equal,NMS,5.0,155.0,0.0733557601245075,0.0650402538568956,0.0776207645977075,0.0649910268411824,-0.357764549535861,0.090563524037153,0.3585444253533602,0.1355033673206282
meuse,Equal,NMS,10.0,155.0,0.0438280928020878,0.0703421095070818,0.0742976216058577,0.0367716593890671,-0.4300600096463541,0.0782919729361933,0.2103893384688668,0.0647313505266741
meuse,Equal,NMS,20.0,155.0,0.0246006559682277,0.0313189746934043,0.0816958306064591,0.0313837519688582,-0.4914317162802349,0.0776319623690234,0.1349878469729164,0.0300273297546063
meuse,Equal,MAX,5.0,155.0,-0.0845083097134524,0.3299111278190597,0.3338231009365239,0.2790710648540667,-0.0606541702316724,0.1043683085663556,0.5043544007296156,0.1540642337152137
meuse,Equal,MAX,10.0,155.0,-0.0340258612751258,0.2466509267122932,0.3838842455775227,0.2515049583834407,-0.038049275643335,0.1054576411647943,0.3524972442391229,0.0939934847047468
meuse,Equal,MAX,20.0,155.0,-0.0061890385040816,0.1591553153350508,0.3763456399583763,0.1724327117704992,-0.0245434767274225,0.1093901333218414,0.243349680402746,0.0486733997162972
meuse,Equal,SCP,5.0,155.0,0.079350712079643,0.1770099995720912,0.1087144224765866,0.0689006615092314,-0.2563633996416123,0.0832050749358721,0.3727292223082309,0.1252204599833936
meuse,Equal,SCP,10.0,155.0,0.0435297379172425,0.0969165157337847,0.1114083662851194,0.0563173866439976,-0.3244373143072143,0.0727628755259003,0.2294301195831075,0.0689559699173265
meuse,Equal,SCP,20.0,155.0,0.0271190210430986,0.0524540938716468,0.119134984391259,0.038092258603543,-0.4050273919248133,0.0660357709892452,0.1554984231213982,0.0295198520706603
meuse,Equal,WAV,5.0,155.0,0.0668531845947801,0.1515199787427735,0.1058643080124868,0.0628227261474743,-0.3446896204244826,0.0990780539132463,0.3605310761073984,0.1211556099790635
meuse,Equal,WAV,10.0,155.0,0.0364372473360091,0.0941420044879866,0.1141664099895939,0.0533818523124332,-0.447192092079173,0.0752814452985657,0.2280862356049744,0.0681233316154336
meuse,Equal,WAV,20.0,155.0,0.0222459138319846,0.0565824832337996,0.1108019146722163,0.0341878349799463,-0.5798260192958965,0.0595349179004708,0.1517970603801361,0.0286414355817625
meuse,Unequal,GMS,5.0,155.0,0.1010605614559951,0.1084382787604625,0.0834920403619334,0.0437991031133594,-0.3126731499318271,0.0965138977260076,0.5025521866249958,0.1826532773513662
meuse,Unequal,GMS,10.0,155.0,0.0693725310435071,0.0918239974088904,0.0897941207679137,0.0431999337348071,-0.3424864904874197,0.071243939533837,0.3073889049585727,0.0879967954226974
meuse,Unequal,GMS,20.0,155.0,0.0408326794730396,0.0450087543462909,0.0865318812993075,0.0211854107738387,-0.3929305565244289,0.0575246249285109,0.1933281550683173,0.0496674409338424
meuse,Unequal,LPV,5.0,155.0,0.0904740429373186,0.18621286025452,0.1239190702197421,0.0760771436107264,-0.181709405527629,0.0744551985559332,0.5140967183768792,0.1707711823367396
meuse,Unequal,LPV,10.0,155.0,0.0696159263433328,0.112550620074234,0.1363399842166457,0.0586907763581777,-0.2056128065117191,0.0720791656336832,0.3327306302015155,0.0907226983015638
meuse,Unequal,LPV,20.0,155.0,0.0449671549033814,0.0597552453896569,0.1208964326531003,0.0391710932623652,-0.2396628258439353,0.0757119247430383,0.2069965414103804,0.048618480404138
meuse,Unequal,MAX,5.0,155.0,-0.0649648711442879,0.3335005117266992,0.3488827856624127,0.2834760894088724,-0.0476055258559718,0.0990454545889353,0.6174338848939659,0.1951658326157269
meuse,Unequal,MAX,10.0,155.0,-0.0158869712619986,0.2448748370100576,0.3941926174854644,0.2516848595600522,-0.0132341161493584,0.1066194473919799,0.419305747342596,0.1098947135213031
meuse,Unequal,MAX,20.0,155.0,0.0155379095547105,0.1620847675748249,0.3750332693205309,0.171316866655005,0.0283784489958261,0.1101310971886614,0.2823041149048598,0.0608569096941069
meuse,Unequal,NMS,5.0,155.0,0.0887124936211679,0.0792318560450227,0.0849464090201337,0.0626661466690609,-0.2686897056602468,0.0524113484226354,0.5117379138050796,0.1738485314905594
meuse,Unequal,NMS,10.0,155.0,0.0790413177744692,0.0718598424941527,0.0865105339618811,0.028028196473591,-0.294374017121539,0.0539499638565733,0.303372456583285,0.089997393954009
meuse,Unequal,NMS,20.0,155.0,0.0453833473590632,0.0251299066061733,0.0761054210573148,0.0293400579517218,-0.3409443351816528,0.0634020128763738,0.1846610271735961,0.0515670763111134
meuse,Unequal,SCP,5.0,155.0,0.0939260137286557,0.1804408469318741,0.1134883094113109,0.071959068943612,-0.2006056059702374,0.0690537712469301,0.5069630864027811,0.1751297100206099
meuse,Unequal,SCP,10.0,155.0,0.0719491328451497,0.1049934314444953,0.1279384296302579,0.0560375997624205,-0.2330381631281673,0.0647772999687199,0.3249571985937546,0.0908016783824156
meuse,Unequal,SCP,20.0,155.0,0.0450888830874802,0.0569554185869969,0.1177118513262009,0.03880577344347,-0.2677387516051069,0.0725294750902327,0.2033883836124557,0.0477788268810951
meuse,Unequal,WAV,5.0,155.0,0.0847292775191263,0.1604150545653654,0.1116490691511122,0.0693735905841485,-0.2473816276774762,0.0688084654221232,0.4970943468503863,0.172417945066346
meuse,Unequal,WAV,10.0,155.0,0.0597458303998709,0.1062890448996726,0.1261936802511221,0.0512765572476094,-0.3083062824444476,0.0634273831504604,0.316381317233922,0.0868758824969435
meuse,Unequal,WAV,20.0,155.0,0.0407339074763026,0.0634587844980918,0.1092286923116852,0.0334818024194624,-0.3751588180795747,0.058922947246036,0.1944600557763383,0.0476299698347509
Random,Equal,LPV,4.0,144.0,0.0418148886194658,0.3037228311658632,0.1230185956790118,0.0875656934725481,-0.2015358937109638,0.0909456764894847,0.387942287222233,0.1090467136032496
Random,Equal,LPV,8.0,144.0,0.1026218460515179,0.2308512622087583,0.1000844135802469,0.0524579903671287,-0.2523425643775785,0.0838808431354101,0.2303029905505593,0.0530511538754277
Random,Equal,LPV,16.0,144.0,0.0899074344855125,0.1378769881140159,0.094704938271605,0.0341067704892947,-0.3363110497335099,0.0813541453105389,0.1468522480681783,0.0270604054088144
Random,Equal,LPV,32.0,144.0,0.047045924564948,0.0787388459636356,0.1300191358024692,0.0304503959325064,-0.4370314784550304,0.0752777187240942,0.1162382727633768,0.015082681007979
Random,Equal,MAX,4.0,144.0,-0.2262376831305864,0.3608253512191069,0.2539096450617274,0.211428728645704,-0.0677025227293989,0.1101202408576023,0.5078172296972125,0.1551594847069554
Random,Equal,MAX,8.0,144.0,-0.1438373964759054,0.3291227600629317,0.2920169753086419,0.1868578110559143,-0.0455294652069346,0.1078480973458313,0.3515063331657097,0.0932383310246839
Random,Equal,MAX,16.0,144.0,-0.0525534736675908,0.2705059853998386,0.3125123456790125,0.151711650450102,-0.0291601590185021,0.1115504871094934,0.2506263188126173,0.0541977224769644
Random,Equal,MAX,32.0,144.0,-0.0109809280839563,0.1901538609537455,0.3290030864197532,0.1079824520346501,-0.0191625236151356,0.1133563980246759,0.1809120311127444,0.0296546589299026
Random,Equal,SCP,4.0,144.0,0.0699454442972852,0.2874161118566944,0.1119433641975304,0.0823389705140451,-0.2373932729897512,0.0823704903519161,0.3738151672518157,0.1080273796976792
Random,Equal,SCP,8.0,144.0,0.1129635654137005,0.2114803843102765,0.0869478395061728,0.0464747637702441,-0.3085119964021102,0.0693734570465792,0.2172574913862979,0.0511761233726398
Random,Equal,SCP,16.0,144.0,0.0924051131645631,0.1261244662657273,0.0856845679012346,0.0308848985512221,-0.3986232117256558,0.0673544860517845,0.140723021651954,0.0263133481969541
Random,Equal,SCP,32.0,144.0,0.0467498263676402,0.0752869080420355,0.128133950617284,0.0299804707567837,-0.4794506257823324,0.0692160035905846,0.1148990997059512,0.0148834000522054
Random,Equal,WAV,4.0,144.0,0.120802653711849,0.2499505337388697,0.117143518518518,0.0790713332044844,-0.3125943835911253,0.102857153760566,0.3710649204931349,0.1068147909680045
Random,Equal,WAV,8.0,144.0,0.1298436787354386,0.1852314573000713,0.0858930555555556,0.0471827207882433,-0.3995862921597907,0.0762212363598032,0.2138859425204892,0.0541732794788353
Random,Equal,WAV,16.0,144.0,0.0768497457534446,0.1164867479016794,0.0780938271604939,0.0283389669052838,-0.5377098609046725,0.0623369082309275,0.1356703193577146,0.0265709827897013
Random,Equal,WAV,32.0,144.0,0.0384282595873908,0.0787390974463055,0.1343370370370371,0.0298396075526536,-0.7082483698388744,0.0491834594263496,0.1191391788922019,0.0157391157785789
Random,Unequal,LPV,4.0,144.0,0.0113503587853632,0.2779990695077303,0.1176183293467185,0.0788022536386691,-0.2071328067843017,0.0667172803059203,0.6326290608581098,1.5
Random,Unequal,LPV,8.0,144.0,0.1130906256883115,0.2191789748471557,0.1056991862493268,0.055044674757492,-0.2358545266282512,0.0796018673567914,0.4932572546340923,0.9783107569141796
Random,Unequal,LPV,16.0,144.0,0.0947596561958628,0.1304587101629797,0.0980318370267167,0.0364349790428053,-0.3175853075262629,0.0780425847494935,0.3671780948387344,0.6490168465937515
Random,Unequal,LPV,32.0,144.0,0.0441127167959273,0.075463781545347,0.1321835752363784,0.0319510541269258,-0.3878217873902776,0.0737087746409065,0.2900511527862603,0.3723666371410759
Random,Unequal,MAX,4.0,144.0,-0.278232263853315,0.3423959163571959,0.2356235974574144,0.192268991665131,-0.0661113109654573,0.1136321901108521,0.7119390597811999,0.8989993332122711
Random,Unequal,MAX,8.0,144.0,-0.1258836262639264,0.3295736123035184,0.2966494396436058,0.1835316222429344,-0.0436811154744161,0.1046606259426525,0.5645574783487906,1.0780355441732818
Random,Unequal,MAX,16.0,144.0,-0.0415734370834513,0.2649006410028814,0.3162071150183075,0.1506610201789742,-0.0302025235412676,0.1085215213742849,0.4233750361054349,0.3644870126166869
Random,Unequal,MAX,32.0,144.0,-0.0057608084684123,0.1828770624416003,0.3223557585685979,0.1010546545107609,-0.0166054984426196,0.1064120055469006,0.3271646267699296,0.4047302157008231
Random,Unequal,SCP,4.0,144.0,0.0133746337554475,0.2792556513021965,0.1036019903243278,0.0721969088564114,-0.220395966440889,0.0620792615186562,0.6153155902564502,1.3306921145561486
Random,Unequal,SCP,8.0,144.0,0.128047847221583,0.2002830695984026,0.0946156742867173,0.0498871127905843,-0.2795682332555025,0.0680559533972704,0.4803151808444505,1.0886762437039703
Random,Unequal,SCP,16.0,144.0,0.0938368927700942,0.1223129905305779,0.0923295529686422,0.0349555227997218,-0.365890624448218,0.0687175646862822,0.363062338142599,0.5885179509536818
Random,Unequal,SCP,32.0,144.0,0.0461694495125193,0.0732115307647294,0.1310300400680888,0.032339575467784,-0.4115989569151703,0.0722540228783669,0.2967559504881743,0.4445127659272461
Random,Unequal,WAV,4.0,144.0,0.0818461571499663,0.2455101717301957,0.1043160606083529,0.0659224800040933,-0.2479470000093165,0.0620991324873474,0.6086273723372727,0.9156100971929656
Random,Unequal,WAV,8.0,144.0,0.1375208806093272,0.1757065319797744,0.0954611265804749,0.049091980553766,-0.3520145585077641,0.0684362317926722,0.4592123364641442,0.7205366523977433
Random,Unequal,WAV,16.0,144.0,0.0843194890034634,0.1101471438595102,0.0844525446086318,0.0313244383127229,-0.4752699285738792,0.0580737897123555,0.3586250248330604,0.6098541443687029
Random,Unequal,WAV,32.0,144.0,0.0326373510064956,0.0783960392736058,0.1382693356044035,0.0323367125389825,-0.5910493211082194,0.0496405985450561,0.3047659688282179,0.4785339585352195
robertson,Equal,GMS,50.0,999.0,0.0251141654859792,0.0475569309304929,0.06122925415503,0.0112552643201157,-0.3693405616394882,0.0253622522042967,0.0704452896957874,0.0073872406378689
robertson,Equal,NMS,50.0,999.0,0.0163102160696194,0.0439348874740002,0.069049385034177,0.013355767928407,-0.3180250677612768,0.026136220614988,0.0759254187224661,0.0079354445160522
swiss,Equal,GMS,50.0,959.0,0.0306759001464078,0.053084716913507,0.0949977498885133,0.0223710514248432,-0.3848327545679273,0.032058723811911,0.0775134673934397,0.0072827473364161
swiss,Equal,GMS,100.0,959.0,0.0159837559630826,0.0225561855410908,0.1041978482208727,0.0138194206677989,-0.5024629961627645,0.0347736094817316,0.0578043168298349,0.0047019565460916
swiss,Equal,GMS,150.0,959.0,0.008298679336193,0.0239809052898162,0.1202374884912167,0.0122000404491066,-0.5827191975075422,0.0197273471063118,0.0520254831518291,0.0032789960988456
swiss,Equal,LPV,50.0,959.0,0.0292677034561392,0.0640946199727182,0.126270195861391,0.0249110370246884,-0.2464199740992113,0.0337995566589959,0.0880746698127912,0.0099135759059495
swiss,Equal,LPV,100.0,959.0,0.0152307572779006,0.033835866183015,0.1398834160975383,0.0204580959817335,-0.3353020305674229,0.0321779995035048,0.0661649451275866,0.0060179154185811
swiss,Equal,LPV,150.0,959.0,0.0094453416314503,0.0239111564430678,0.1495835621264331,0.0179011733960587,-0.397780692042273,0.0305368193603548,0.0564755906492535,0.0043361262736432
swiss,Equal,NMS,50.0,959.0,0.0357184829762678,0.0377448431020864,0.0936370242501459,0.0255407624488656,-0.3343365525369207,0.0415739040785014,0.0762775891260291,0.0078621079324911
swiss,Equal,NMS,100.0,959.0,0.0174547562956626,0.0206741140021977,0.1042647435964908,0.0150283544809025,-0.4379975453856688,0.0438664841125664,0.0567955064671385,0.0051605651474748
swiss,Equal,NMS,150.0,959.0,0.0095655419490669,0.018489130463523,0.1201119746254383,0.0103885907560743,-0.5170112964568612,0.0274620333451187,0.0518888774728141,0.0029523072161347
swiss,Equal,MAX,50.0,959.0,-0.002890092849775,0.1840913929365009,0.4236461338224887,0.1142960392654001,-0.0072924449556926,0.0436299103444413,0.1647109602914969,0.0265985460866475
swiss,Equal,MAX,100.0,959.0,0.0002584238791823,0.1285064564273443,0.4390009144475099,0.0868425844162327,-0.0047202584974122,0.0423304719443162,0.1183382238961646,0.0152047909447129
swiss,Equal,MAX,150.0,959.0,0.0010373881767552,0.1014150971682714,0.4383787204476335,0.0688619519571408,-0.0037389449125271,0.0429702814569519,0.0963720735341329,0.0100823723394824
swiss,Equal,SCP,50.0,959.0,0.0295186628937863,0.0630146321755597,0.1195689592369528,0.0232629322429408,-0.2843306170393642,0.0307863055369565,0.0864397583590832,0.0099110806130472
swiss,Equal,SCP,100.0,959.0,0.0146752881801244,0.0342243956575095,0.1352969997205554,0.0201484842706375,-0.3724954983316206,0.0299261941536013,0.0652555248670769,0.0061277093860349
swiss,Equal,SCP,150.0,959.0,0.0093086339065528,0.0230821199508553,0.1471651801004914,0.0180781884048958,-0.4267119724553496,0.0291792634730232,0.0560888466908593,0.0044265942972486
